,author_type,floor,floors_count,rooms_count,total_meters,price,lat,lon
3614,real_estate_agent,5.0,5.0,3.0,60.0,31900000,55.755595799999995,37.59447910762252
3615,real_estate_agent,5.0,6.0,4.0,113.0,53999000,55.7513407,37.5916341
3616,real_estate_agent,1.0,5.0,4.0,81.0,49990000,55.7486687,37.5994629
3617,real_estate_agent,2.0,6.0,4.0,123.0,99900000,55.762063,37.60133396267748
3618,real_estate_agent,5.0,5.0,4.0,101.2,125000000,55.758098149999995,37.60639706413059
3619,real_estate_agent,2.0,5.0,5.0,155.0,115000000,55.7510161,37.6104176
3620,real_estate_agent,6.0,9.0,4.0,165.0,110000000,55.7495377,37.60555981774691
3621,real_estate_agent,8.0,9.0,2.0,48.7,38500000,55.7586429,37.5911835
3622,real_estate_agent,3.0,5.0,5.0,300.0,495000000,55.74715915,37.59779283957637
3623,real_estate_agent,2.0,4.0,2.0,42.9,37900000,55.7571896,37.6016823
3624,real_estate_agent,14.0,17.0,3.0,118.4,79000000,55.75143335,37.57733556484905
3625,real_estate_agent,7.0,7.0,3.0,56.5,44500000,55.75687275,37.596008392262505
3626,real_estate_agent,4.0,6.0,4.0,110.0,60000000,55.747495650000005,37.5888987953541
3627,real_estate_agent,7.0,7.0,3.0,71.0,55900000,55.75687275,37.596008392262505
3628,real_estate_agent,3.0,6.0,3.0,124.0,95000000,55.7415589,37.60206215545159
3629,real_estate_agent,5.0,5.0,5.0,119.0,111134159,55.75959855,37.598056253582925
3630,real_estate_agent,2.0,7.0,4.0,163.0,110000000,55.74329585,37.6014397403701
3631,real_estate_agent,4.0,7.0,3.0,111.8,155000000,55.7538862,37.59796143079268
3632,real_estate_agent,4.0,7.0,3.0,160.0,199000000,55.7578439,37.6029825
3633,real_estate_agent,2.0,6.0,4.0,135.2,112000000,55.7567035,37.59239267160993
3634,real_estate_agent,5.0,8.0,5.0,240.0,371104400,55.7562829,37.5946179
3635,real_estate_agent,1.0,7.0,5.0,242.0,648282599,55.7537933,37.59347927468977
3636,real_estate_agent,2.0,7.0,5.0,161.6,265500000,55.75400515,37.59266059306694
3637,real_estate_agent,3.0,11.0,4.0,204.0,110000000,55.7509359,37.5870071
3638,real_estate_agent,2.0,8.0,3.0,92.0,63800000,55.74687815,37.58976655716879
3639,real_estate_agent,2.0,8.0,3.0,186.0,186000000,55.73920785,37.603392040261255
3640,real_estate_agent,8.0,8.0,5.0,340.0,590000000,55.74956805,37.59782098782202
3641,homeowner,3.0,6.0,4.0,71.0,45500000,55.7474467,37.5976422
3642,real_estate_agent,6.0,12.0,2.0,40.0,25000000,55.7489316,37.595634000000004
3643,unknown,5.0,5.0,5.0,315.0,720000000,55.74715915,37.59779283957637
3644,real_estate_agent,4.0,8.0,3.0,219.0,909205780,55.76003025,37.5908628
3645,real_estate_agent,2.0,4.0,3.0,133.9,125000000,55.7537933,37.59347927468977
3646,homeowner,20.0,24.0,3.0,70.5,47990000,55.7529164,37.5858646
3647,real_estate_agent,3.0,3.0,3.0,114.0,198608000,55.7428122,37.5969685
3648,real_estate_agent,4.0,4.0,2.0,68.5,65900000,55.7538862,37.59796143079268
3649,real_estate_agent,3.0,3.0,2.0,76.5,149038000,55.7428122,37.5969685
3650,real_estate_agent,3.0,3.0,3.0,133.0,260032000,55.7428122,37.5969685
3651,unknown,3.0,4.0,4.0,217.0,129656519,55.75515505,37.58897826875
3652,real_estate_agent,5.0,7.0,2.0,43.4,27999000,55.748834,37.5993972
3653,real_estate_agent,3.0,7.0,5.0,191.0,89000000,55.7447911,37.5950888
3654,realtor,6.0,8.0,3.0,80.0,61950000,55.7459422,37.5951377
3655,realtor,3.0,4.0,2.0,50.1,28000000,55.7533267,37.5852348
3656,realtor,5.0,10.0,1.0,52.1,45000000,55.7529371,37.5878215
3657,real_estate_agent,2.0,7.0,4.0,166.5,99000000,55.7540547,37.5922349
3658,real_estate_agent,4.0,6.0,3.0,109.0,62000000,55.747495650000005,37.5888987953541
3659,real_estate_agent,2.0,8.0,3.0,180.0,170000000,55.7491515,37.5995382
3660,real_estate_agent,5.0,7.0,2.0,40.9,28000000,55.747121750000005,37.59351592538785
3661,real_estate_agent,8.0,16.0,2.0,40.0,23000000,55.7460666,37.593531
3662,realtor,6.0,7.0,2.0,90.4,50000000,55.7550459,37.5871487
3663,realtor,5.0,6.0,4.0,150.0,77000000,55.74735575,37.58851449205465
3664,real_estate_agent,2.0,9.0,5.0,188.0,110000000,55.746915200000004,37.5901633816641
3665,real_estate_agent,6.0,6.0,2.0,50.0,36000000,55.7563702,37.59694068241088
3666,realtor,2.0,7.0,3.0,67.0,40000000,55.748834,37.5993972
3667,real_estate_agent,2.0,8.0,2.0,71.0,53000000,55.74570695,37.59762822298059
3668,real_estate_agent,14.0,24.0,2.0,54.0,30000000,55.7532155,37.5890994
3669,realtor,5.0,6.0,4.0,116.4,79000000,55.7472648,37.5936605
3670,real_estate_agent,4.0,6.0,2.0,64.0,45000000,55.7498181,37.5900976
3671,real_estate_agent,6.0,6.0,5.0,191.3,145000000,55.7556439,37.5956173
3672,realtor,1.0,5.0,2.0,71.5,38000000,55.7486687,37.5994629
3673,real_estate_agent,3.0,9.0,4.0,225.7,169275000,55.7487271,37.5983582
3674,realtor,16.0,16.0,2.0,56.0,65000000,55.7458381,37.59685756050569
3675,realtor,1.0,5.0,3.0,100.0,72500000,55.758566099999996,37.60313024084326
3676,real_estate_agent,1.0,7.0,2.0,41.9,31900000,55.747121750000005,37.59351592538785
3677,real_estate_agent,4.0,7.0,3.0,128.3,185000000,55.7496882,37.5943864
3678,realtor,5.0,10.0,3.0,150.0,230000000,55.735246,37.5837859
3679,real_estate_agent,3.0,7.0,3.0,108.0,100000000,55.748332149999996,37.58985348329615
3680,realtor,1.0,6.0,3.0,83.7,54000000,55.74893575,37.596457797898765
3681,realtor,5.0,24.0,2.0,54.0,32000000,55.7532155,37.5890994
3682,real_estate_agent,3.0,4.0,4.0,124.6,109999000,55.7481386,37.5903194
3683,realtor,1.0,5.0,3.0,97.6,60000000,55.7493018,37.59398259382646
3684,real_estate_agent,4.0,4.0,3.0,94.0,47975000,55.7529936,37.5931442
3685,real_estate_agent,2.0,7.0,3.0,125.0,118000000,55.7509359,37.5870071
3686,real_estate_agent,3.0,5.0,1.0,35.4,50000000,55.7595541,37.5908807
3687,real_estate_agent,2.0,9.0,4.0,180.0,170000000,55.7491515,37.5995382
3688,realtor,5.0,8.0,3.0,98.0,72000000,55.74687815,37.58976655716879
3689,real_estate_agent,11.0,17.0,3.0,74.1,20700000,55.8680175,37.58888373488372
3690,realtor,5.0,10.0,3.0,179.7,135000000,55.7529371,37.5878215
3691,real_estate_agent,4.0,10.0,3.0,109.2,160000000,55.735246,37.5837859
3692,real_estate_agent,2.0,6.0,4.0,165.7,114000000,55.7481249,37.5875659
3693,real_estate_agent,6.0,7.0,2.0,112.0,115000000,55.74285555,37.604113138993625
3694,real_estate_agent,6.0,7.0,4.0,131.0,150000000,55.7552843,37.6006938
3695,real_estate_agent,3.0,6.0,2.0,72.0,92690000,55.7538862,37.59796143079268
3696,real_estate_agent,4.0,4.0,3.0,110.0,104000000,55.7451882,37.5890766
3697,real_estate_agent,5.0,16.0,4.0,173.0,259000000,55.7520672,37.5778761
3698,real_estate_agent,2.0,13.0,1.0,65.0,51000000,55.7529432,37.5805336
3699,real_estate_agent,2.0,7.0,2.0,96.0,95000000,55.7502267,37.5985059
3700,real_estate_agent,2.0,8.0,4.0,161.0,265500000,55.75433785,37.59248743091268
3701,real_estate_agent,4.0,8.0,3.0,117.7,185000000,55.74956805,37.59782098782202
3702,real_estate_agent,2.0,8.0,3.0,161.6,265500000,55.75433785,37.59248743091268
3703,real_estate_agent,4.0,13.0,3.0,125.0,120000000,55.7529432,37.5805336
3704,real_estate_agent,5.0,6.0,3.0,183.1,174494300,55.7538862,37.59796143079268
3705,real_estate_agent,2.0,7.0,4.0,161.6,265500000,55.75400515,37.59266059306694
3706,real_estate_agent,6.0,13.0,2.0,84.0,77000000,55.7529432,37.5805336
3707,real_estate_agent,2.0,8.0,3.0,161.6,265500000,55.75400515,37.59266059306694
3708,real_estate_agent,5.0,7.0,2.0,72.0,67600000,55.7538862,37.59796143079268
3709,real_estate_agent,3.0,5.0,3.0,170.0,146000000,55.75061505,37.585138926697724
3710,real_estate_agent,6.0,7.0,3.0,92.4,120000000,55.7495788,37.5794642
3711,real_estate_agent,4.0,7.0,4.0,152.0,141900000,55.7538862,37.59796143079268
3712,real_estate_agent,2.0,4.0,3.0,134.0,136000000,55.7537933,37.59347927468977
3713,real_estate_agent,5.0,7.0,4.0,138.2,143173000,55.7538862,37.59796143079268
3714,real_estate_agent,3.0,3.0,1.0,76.45,149038500,55.7428122,37.5969685
3715,real_estate_agent,4.0,4.0,3.0,110.0,102000000,55.7451882,37.5890766
3716,real_estate_agent,4.0,6.0,2.0,70.0,84000000,55.7538862,37.59796143079268
3717,real_estate_agent,5.0,7.0,4.0,148.8,141983000,55.7538862,37.59796143079268
3718,real_estate_agent,3.0,3.0,2.0,101.0,198607500,55.7428122,37.5969685
3719,real_estate_agent,5.0,6.0,1.0,69.7,72873000,55.7538862,37.59796143079268
3720,real_estate_agent,4.0,7.0,4.0,139.0,134600000,55.7538862,37.59796143079268
3721,real_estate_agent,5.0,7.0,4.0,140.0,143150000,55.7538862,37.59796143079268
3722,real_estate_agent,5.0,7.0,4.0,136.0,141850000,55.7538862,37.59796143079268
3723,real_estate_agent,4.0,7.0,3.0,88.4,89281000,55.7538862,37.59796143079268
3724,real_estate_agent,2.0,7.0,4.0,162.0,265500000,55.75400515,37.59266059306694
3725,real_estate_agent,4.0,7.0,2.0,66.1,63054971,55.7538862,37.59796143079268
3726,real_estate_agent,2.0,8.0,3.0,92.0,64500000,55.74687815,37.58976655716879
3727,real_estate_agent,5.0,6.0,2.0,71.4,68129000,55.7538862,37.59796143079268
3728,real_estate_agent,2.0,3.0,2.0,133.53,260032500,55.7428122,37.5969685
3729,real_estate_agent,5.0,7.0,3.0,134.7,137975000,55.7538862,37.59796143079268
3730,realtor,4.0,14.0,2.0,54.6,19950000,55.7575431,37.588843043131895
3731,realtor,5.0,12.0,1.0,46.0,35000000,55.748012,37.59520095370348
3732,real_estate_agent,1.0,6.0,2.0,72.0,60000000,55.7447911,37.5950888
3733,real_estate_agent,4.0,7.0,2.0,67.0,63040000,55.7538862,37.59796143079268
3734,real_estate_agent,2.0,14.0,2.0,46.0,34500000,55.7575431,37.588843043131895
3735,real_estate_agent,11.0,17.0,3.0,79.2,20000000,55.89201765,37.64725385
3736,real_estate_agent,6.0,14.0,2.0,51.1,14800000,55.8814368,37.6492945
3737,real_estate_agent,3.0,5.0,5.0,155.0,110000000,55.7510161,37.6104176
3738,real_estate_agent,6.0,6.0,2.0,48.0,34900000,55.7530737,37.5902968
3739,real_estate_agent,11.0,18.0,2.0,37.2,14500000,55.8827644,37.6485103
3740,real_estate_agent,8.0,12.0,3.0,142.0,231529499,55.760895149999996,37.593460415521974
3741,realtor,4.0,6.0,3.0,103.0,65000000,55.747891,37.5882539
3742,real_estate_agent,3.0,6.0,2.0,72.0,92500000,55.7538862,37.59796143079268
3743,real_estate_agent,4.0,5.0,3.0,105.0,90000000,55.7493232,37.59441316392447
3744,real_estate_agent,4.0,7.0,3.0,112.1,155000000,55.7538862,37.59796143079268
3745,realtor,5.0,6.0,4.0,123.0,92800000,55.7492701,37.59355967605315
3746,real_estate_agent,4.0,6.0,4.0,160.0,199500000,55.750011650000005,37.60505269199224
3747,real_estate_agent,4.0,6.0,4.0,134.0,88990000,55.7567035,37.59239267160993
3748,real_estate_agent,5.0,7.0,4.0,189.0,164770000,55.74275335,37.58582225960855
3749,real_estate_agent,6.0,12.0,3.0,110.0,66000000,55.7520323,37.5766572
3750,real_estate_agent,5.0,7.0,4.0,113.0,53990000,55.7513407,37.5916341
3751,realtor,2.0,6.0,3.0,75.0,43450000,55.7487569,37.5882882
3752,real_estate_agent,5.0,6.0,3.0,45.0,32490000,55.7573195,37.6024977
3753,real_estate_agent,2.0,12.0,1.0,53.9,38000000,55.7520323,37.5766572
3754,real_estate_agent,2.0,5.0,5.0,175.0,170000000,55.745911899999996,37.5941272
3755,real_estate_agent,3.0,9.0,2.0,65.0,92776100,55.762161,37.5998044
3756,real_estate_agent,13.0,26.0,2.0,47.0,39500000,55.7519043,37.5923548
3757,real_estate_agent,5.0,7.0,2.0,53.0,36000000,55.74531315,37.59682883342374
3758,real_estate_agent,4.0,5.0,4.0,184.0,203745959,55.7534412,37.6057608
3759,real_estate_agent,1.0,6.0,2.0,105.0,139164150,55.758098149999995,37.60639706413059
3760,real_estate_agent,3.0,4.0,3.0,98.4,89999000,55.7481386,37.5903194
3761,real_estate_agent,2.0,5.0,4.0,121.9,176000000,55.75961035,37.60308738229407
3762,real_estate_agent,5.0,6.0,3.0,94.5,65000000,55.7534306,37.6043849
3763,real_estate_agent,6.0,7.0,2.0,97.0,185223599,55.7476985,37.5882161
3764,real_estate_agent,4.0,7.0,4.0,160.0,97242389,55.7498365,37.605617
3765,real_estate_agent,2.0,6.0,5.0,190.5,250000000,55.7556439,37.5956173
3766,real_estate_agent,4.0,7.0,4.0,156.0,101872979,55.7498365,37.605617
3767,real_estate_agent,2.0,7.0,4.0,162.0,273204809,55.75433785,37.59248743091268
3768,real_estate_agent,1.0,4.0,5.0,185.0,277000000,55.7554116,37.5943947
3769,real_estate_agent,4.0,4.0,3.0,110.0,106692515,55.7451882,37.5890766
3770,real_estate_agent,3.0,5.0,4.0,152.6,231940250,55.7423218,37.601857
3771,real_estate_agent,6.0,7.0,2.0,99.0,185223599,55.7476985,37.5882161
3772,real_estate_agent,2.0,7.0,5.0,160.0,265300000,55.75400515,37.59266059306694
3773,real_estate_agent,3.0,4.0,3.0,122.0,268000000,55.7554116,37.5943947
3774,real_estate_agent,4.0,4.0,3.0,108.0,101872979,55.7451882,37.5890766
3775,real_estate_agent,4.0,5.0,4.0,97.0,108500000,55.7642905,37.6018018
3776,real_estate_agent,6.0,7.0,3.0,100.0,120000000,55.7495788,37.5794642
3777,real_estate_agent,4.0,7.0,2.0,67.0,63055000,55.7538862,37.59796143079268
3778,real_estate_agent,2.0,8.0,3.0,92.0,68500000,55.74687815,37.58976655716879
3779,real_estate_agent,3.0,6.0,3.0,128.0,189000000,55.7383535,37.59705135219683
3780,real_estate_agent,4.0,9.0,4.0,199.0,230000000,55.7416209,37.589434390373974
3781,real_estate_agent,1.0,7.0,4.0,165.0,277835399,55.74821755,37.604375548502304
3782,real_estate_agent,3.0,7.0,4.0,154.2,280000000,55.74125565,37.604371057004805
3783,real_estate_agent,3.0,7.0,3.0,209.9,283365000,55.7562829,37.5946179
3784,real_estate_agent,2.0,5.0,3.0,153.0,290034731,55.74715915,37.59779283957637
3785,real_estate_agent,2.0,3.0,3.0,145.0,290100000,55.74715915,37.59779283957637
3786,developer,2.0,29.0,2.0,64.8,22742532,55.812338,37.521404284467124
3787,developer,2.0,29.0,1.0,44.9,17483386,55.812338,37.521404284467124
3788,real_estate_agent,19.0,57.0,4.0,213.8,120000000,55.79818205,37.52038218638005
3789,developer,32.0,41.0,2.0,72.1,55334473,55.8045434,37.5161446
3790,real_estate_agent,4.0,4.0,2.0,51.3,38000000,55.8045434,37.5161446
3791,developer,12.0,25.0,3.0,75.7,30460923,55.812338,37.521404284467124
3792,real_estate_agent,2.0,37.0,1.0,40.3,28000000,55.7940374,37.54245978054966
3793,developer,32.0,41.0,3.0,82.1,61700037,55.8045434,37.5161446
3794,real_estate_agent,13.0,37.0,3.0,66.3,52000000,55.7940374,37.54245978054966
3795,developer,2.0,29.0,1.0,28.5,14147400,55.812338,37.521404284467124
3796,real_estate_agent,22.0,23.0,3.0,128.0,55000000,55.808779200000004,37.521664689035305
3797,developer,19.0,25.0,4.0,107.0,51081800,55.812338,37.521404284467124
3798,real_estate_agent,3.0,36.0,2.0,70.0,57000000,55.7934582,37.54056413928686
3799,developer,33.0,41.0,4.0,134.3,108506895,55.8045434,37.5161446
3800,real_estate_agent,3.0,5.0,2.0,69.3,52000000,55.79405595,37.541271424480435
3801,developer,21.0,29.0,1.0,43.0,18695325,55.812338,37.521404284467124
3802,real_estate_agent,10.0,37.0,4.0,112.8,110000000,55.7940374,37.54245978054966
3803,developer,20.0,29.0,3.0,96.1,44081070,55.812338,37.521404284467124
3804,real_estate_agent,17.0,41.0,3.0,88.3,58500000,55.8045434,37.5161446
3805,developer,24.0,25.0,1.0,26.4,15499308,55.812338,37.521404284467124
3806,real_estate_agent,7.0,41.0,4.0,132.9,78500000,55.79304405,37.5418666762442
3807,developer,25.0,29.0,2.0,64.0,25899840,55.812338,37.521404284467124
3808,real_estate_agent,25.0,37.0,3.0,114.0,75000000,55.7940374,37.54245978054966
3809,developer,18.0,20.0,2.0,60.8,28377792,55.812338,37.521404284467124
3810,real_estate_agent,20.0,41.0,4.0,164.0,115000000,55.79304405,37.5418666762442
3811,developer,18.0,25.0,1.0,46.8,21250476,55.812338,37.521404284467124
3812,real_estate_agent,9.0,36.0,3.0,70.6,52000000,55.7934582,37.54056413928686
3813,developer,3.0,8.0,4.0,125.4,66914694,55.812338,37.521404284467124
3814,real_estate_agent,13.0,40.0,2.0,47.3,41150000,55.7940665,37.546112
3815,developer,15.0,29.0,3.0,79.5,33541050,55.812338,37.521404284467124
3816,real_estate_agent,16.0,37.0,3.0,91.0,58500000,55.79405595,37.541271424480435
3817,developer,3.0,7.0,3.0,82.9,45442712,55.812338,37.521404284467124
3818,realtor,2.0,15.0,1.0,31.9,12338464,55.7889973,37.5363925
3819,developer,6.0,29.0,2.0,77.3,30633990,55.812338,37.521404284467124
3820,real_estate_agent,7.0,24.0,4.0,108.0,54100000,55.7971463,37.5259782
3821,developer,10.0,29.0,2.0,60.1,26918790,55.812338,37.521404284467124
3822,real_estate_agent,37.0,37.0,1.0,48.0,40000000,55.7940374,37.54245978054966
3823,developer,15.0,20.0,2.0,68.2,30469032,55.812338,37.521404284467124
3824,real_estate_agent,18.0,50.0,3.0,115.7,75000000,55.79818205,37.52038218638005
3825,developer,18.0,25.0,3.0,79.2,31674060,55.812338,37.521404284467124
3826,real_estate_agent,45.0,57.0,5.0,663.0,218000000,55.79818205,37.52038218638005
3827,developer,9.0,25.0,3.0,116.8,56951680,55.812338,37.521404284467124
3828,real_estate_agent,18.0,18.0,2.0,66.0,19900000,55.8033086,37.52689079585586
3829,developer,16.0,20.0,1.0,23.8,14596754,55.812338,37.521404284467124
3830,real_estate_agent,26.0,41.0,4.0,138.2,137000000,55.7940374,37.54245978054966
3831,developer,3.0,8.0,2.0,72.3,36135540,55.812338,37.521404284467124
3832,real_estate_agent,18.0,18.0,2.0,61.0,20400000,55.8033086,37.52689079585586
3833,developer,12.0,20.0,3.0,95.2,46790800,55.812338,37.521404284467124
3834,realtor,2.0,15.0,1.0,44.7,17115995,55.7889973,37.5363925
3835,developer,2.0,8.0,1.0,51.1,27033841,55.812338,37.521404284467124
3836,real_estate_agent,49.0,57.0,4.0,156.0,110000000,55.79818205,37.52038218638005
3837,developer,20.0,20.0,2.0,76.2,39296340,55.812338,37.521404284467124
3838,developer,11.0,21.0,3.0,98.8,46860840,55.812338,37.521404284467124
3839,realtor,2.0,8.0,2.0,42.3,19900000,55.8067577,37.512959470600094
3840,developer,10.0,29.0,1.0,39.0,18341895,55.812338,37.521404284467124
3841,real_estate_agent,3.0,41.0,3.0,90.0,60000000,55.8045434,37.5161446
3842,developer,11.0,29.0,2.0,62.4,27705600,55.812338,37.521404284467124
3843,real_estate_agent,1.0,3.0,5.0,221.7,120000000,55.7971349,37.5224258
3844,developer,19.0,25.0,2.0,63.1,31221880,55.812338,37.521404284467124
3845,developer,18.0,29.0,3.0,81.1,35440700,55.812338,37.521404284467124
3846,real_estate_agent,9.0,19.0,5.0,180.8,74500000,55.79826,37.526769932533256
3847,developer,25.0,29.0,3.0,100.7,48225230,55.812338,37.521404284467124
3848,developer,12.0,29.0,3.0,104.1,47292630,55.812338,37.521404284467124
3849,real_estate_agent,4.0,15.0,1.0,30.2,17500000,55.7913811,37.5233133
3850,developer,23.0,25.0,2.0,66.6,34671960,55.812338,37.521404284467124
3851,real_estate_agent,44.0,44.0,5.0,552.0,218000000,55.79818205,37.52038218638005
3852,developer,32.0,41.0,3.0,111.6,85649477,55.8045434,37.5161446
3853,real_estate_agent,6.0,15.0,1.0,32.0,16200000,55.7889973,37.5363925
3854,developer,4.0,29.0,1.0,38.4,19645440,55.812338,37.521404284467124
3855,real_estate_agent,26.0,57.0,3.0,262.0,324716350,55.79818205,37.52038218638005
3856,developer,37.0,41.0,3.0,163.5,183560639,55.8045434,37.5161446
3857,real_estate_agent,3.0,4.0,1.0,16.7,6924227,55.808911300000005,37.533619899623964
3858,developer,27.0,29.0,3.0,115.7,52331110,55.812338,37.521404284467124
3859,real_estate_agent,2.0,4.0,1.0,13.8,6100000,55.808911300000005,37.533619899623964
3860,developer,14.0,29.0,1.0,40.3,21093020,55.812338,37.521404284467124
3861,real_estate_agent,2.0,4.0,1.0,18.2,7102272,55.808911300000005,37.533619899623964
3862,developer,3.0,8.0,2.0,73.1,37968140,55.812338,37.521404284467124
3863,developer,16.0,41.0,3.0,89.4,70185125,55.8045434,37.5161446
3864,developer,4.0,29.0,1.0,42.2,20348840,55.812338,37.521404284467124
3865,real_estate_agent,16.0,18.0,3.0,125.0,51500000,55.8063333,37.5152005
3866,developer,10.0,25.0,1.0,32.7,18681019,55.812338,37.521404284467124
3867,real_estate_agent,4.0,15.0,1.0,32.1,18000000,55.7913811,37.5233133
3868,developer,6.0,6.0,3.0,108.0,61553844,55.812338,37.521404284467124
3869,real_estate_agent,4.0,22.0,4.0,214.0,184716287,55.79818205,37.52038218638005
3870,developer,20.0,21.0,2.0,65.5,35972600,55.812338,37.521404284467124
3871,real_estate_agent,45.0,57.0,5.0,633.0,218000000,55.79818205,37.52038218638005
3872,developer,3.0,8.0,3.0,101.6,53721914,55.812338,37.521404284467124
3873,real_estate_agent,4.0,25.0,4.0,193.7,185552200,55.79818205,37.52038218638005
3874,developer,8.0,29.0,1.0,28.4,17287080,55.812338,37.521404284467124
3875,real_estate_agent,3.0,57.0,3.0,115.0,70499999,55.79818205,37.52038218638005
3876,developer,3.0,7.0,3.0,99.8,51317758,55.812338,37.521404284467124
3877,real_estate_agent,3.0,4.0,1.0,18.8,7700000,55.7982619,37.53326275
3878,developer,25.0,29.0,1.0,54.7,28805020,55.812338,37.521404284467124
3879,real_estate_agent,7.0,34.0,3.0,97.4,37900000,55.8062293,37.5454248
3880,developer,8.0,25.0,2.0,69.5,35000200,55.812338,37.521404284467124
3881,real_estate_agent,6.0,40.0,1.0,41.6,31490000,55.79304405,37.5418666762442
3882,developer,20.0,25.0,3.0,76.7,36516870,55.812338,37.521404284467124
3883,real_estate_agent,7.0,41.0,3.0,91.2,80000000,55.79304405,37.5418666762442
3884,developer,4.0,25.0,1.0,45.7,24627730,55.812338,37.521404284467124
3885,real_estate_agent,9.0,57.0,3.0,158.0,204107420,55.79818205,37.52038218638005
3886,developer,6.0,7.0,3.0,82.4,48611138,55.812338,37.521404284467124
3887,real_estate_agent,12.0,57.0,5.0,218.0,231940250,55.79818205,37.52038218638005
3888,real_estate_agent,39.0,41.0,2.0,56.9,42990000,55.7940374,37.54245978054966
3889,real_estate_agent,17.0,18.0,5.0,232.9,93160000,55.8063333,37.5152005
3890,real_estate_agent,8.0,18.0,3.0,88.0,39700000,55.8059659,37.5155656
3891,real_estate_agent,2.0,40.0,4.0,135.0,75000000,55.8045434,37.5161446
3892,real_estate_agent,10.0,34.0,3.0,120.0,45900000,55.8062293,37.5454248
3893,real_estate_agent,14.0,26.0,3.0,78.0,36500000,55.7914048,37.5211374
3894,realtor,30.0,40.0,3.0,114.0,79500000,55.79405595,37.541271424480435
3895,real_estate_agent,1.0,6.0,4.0,77.2,24400000,55.798638749999995,37.51682269851452
3896,real_estate_agent,4.0,57.0,2.0,110.0,68000000,55.79818205,37.52038218638005
3897,real_estate_agent,13.0,42.0,1.0,42.0,27600000,55.79304405,37.5418666762442
3898,real_estate_agent,8.0,23.0,3.0,115.0,50000000,55.8096825,37.5220603
3899,real_estate_agent,15.0,34.0,3.0,87.0,34500000,55.8062293,37.5454248
3900,unknown,2.0,37.0,2.0,60.0,48990000,55.79405595,37.541271424480435
3901,real_estate_agent,4.0,61.0,4.0,227.0,124900000,55.79818205,37.52038218638005
3902,real_estate_agent,21.0,41.0,5.0,155.0,150000000,55.7934582,37.54056413928686
3903,real_estate_agent,12.0,41.0,1.0,41.9,31200000,55.7940374,37.54245978054966
3904,real_estate_agent,18.0,26.0,3.0,116.0,75000000,55.79818205,37.52038218638005
3905,real_estate_agent,9.0,57.0,5.0,215.0,145000000,55.79818205,37.52038218638005
3906,real_estate_agent,18.0,57.0,3.0,116.0,75000000,55.79818205,37.52038218638005
3907,real_estate_agent,14.0,14.0,3.0,313.1,107000000,55.796989,37.5414657
3908,real_estate_agent,6.0,21.0,1.0,25.7,13700000,55.812338,37.521404284467124
3909,realtor,16.0,40.0,2.0,72.0,48800000,55.79405595,37.541271424480435
3910,realtor,5.0,9.0,2.0,37.2,13400000,55.79721875,37.547926860563564
3911,homeowner,25.0,32.0,2.0,70.0,34000000,55.8062293,37.5454248
3912,real_estate_agent,2.0,9.0,3.0,78.0,26500000,55.797488,37.5456224
3913,real_estate_agent,2.0,12.0,2.0,63.0,33500000,55.8089307,37.538158
3914,real_estate_agent,3.0,6.0,1.0,22.0,6000000,55.8117678,37.537772124673126
3915,homeowner,5.0,5.0,2.0,43.0,14990000,55.79945945,37.539265959213054
3916,realtor,4.0,5.0,1.0,32.1,12999999,55.79736495,37.523257826974834
3917,real_estate_agent,11.0,22.0,3.0,60.9,34000000,55.8089307,37.538158
3918,real_estate_agent,5.0,5.0,2.0,30.0,6950000,55.812626,37.53137268153793
3919,unknown,10.0,37.0,3.0,81.8,49000000,55.7940374,37.54245978054966
3920,real_estate_agent,11.0,23.0,4.0,157.0,54999000,55.808779200000004,37.521664689035305
3921,real_estate_agent,13.0,14.0,4.0,139.0,99000000,55.7913811,37.5233133
3922,real_estate_agent,6.0,34.0,3.0,146.0,49700000,55.8063774,37.5423743
3923,homeowner,2.0,15.0,2.0,90.0,39800000,55.7889973,37.5363925
3924,real_estate_agent,19.0,25.0,2.0,103.0,40999999,55.807027,37.515742
3925,real_estate_agent,2.0,40.0,1.0,40.1,30600000,55.79405595,37.541271424480435
3926,realtor,4.0,12.0,2.0,53.0,19900000,55.7993931,37.549915
3927,realtor,6.0,22.0,1.0,38.0,19150000,55.8089307,37.538158
3928,real_estate_agent,2.0,14.0,4.0,119.0,37370000,55.8074071,37.5185277
3929,real_estate_agent,3.0,6.0,1.0,33.0,14600000,55.790315899999996,37.55339897947798
3930,realtor,2.0,5.0,3.0,53.1,16999000,55.8018984,37.5452044
3931,homeowner,6.0,9.0,2.0,37.0,16500000,55.8043261,37.5343732
3932,realtor,3.0,5.0,3.0,57.0,19900000,55.81149565,37.52612264596105
3933,real_estate_agent,2.0,15.0,1.0,31.9,12338000,55.7889973,37.5363925
3934,real_estate_agent,5.0,5.0,1.0,35.0,8900000,55.812626,37.53137268153793
3935,real_estate_agent,1.0,1.0,1.0,22.5,6600000,55.812626,37.53137268153793
3936,real_estate_agent,11.0,12.0,3.0,62.2,21500000,55.8111179,37.53386600490492
3937,realtor,18.0,23.0,4.0,154.0,56990000,55.808779200000004,37.521664689035305
3938,real_estate_agent,27.0,32.0,3.0,100.0,37000000,55.8063774,37.5423743
3939,real_estate_agent,16.0,34.0,4.0,120.0,38000000,55.8062293,37.5454248
