,author_type,url,floor,floors_count,rooms_count,total_meters,price,district,lat,lon
2017,developer,https://www.cian.ru/sale/flat/292035486/,11.0,15.0,3.0,128.8,59626119,Останкинский,55.807564,37.6357269
2018,real_estate_agent,https://www.cian.ru/sale/flat/299795791/,9.0,11.0,1.0,35.7,12500000,Алексеевский,55.81858725,37.661312107470536
2019,developer,https://www.cian.ru/sale/flat/292035505/,15.0,15.0,3.0,103.1,42690247,Останкинский,55.807564,37.6357269
2020,realtor,https://www.cian.ru/sale/flat/298460605/,17.0,19.0,2.0,87.5,39999999,Алексеевский,55.8085317,37.6465309
2021,developer,https://www.cian.ru/sale/flat/298603482/,4.0,37.0,3.0,80.91,36328590,Останкинский,55.81039545,37.62418248648383
2022,real_estate_agent,https://www.cian.ru/sale/flat/296404224/,3.0,11.0,4.0,99.7,63000000,Алексеевский,55.8102369,37.6501996
2023,developer,https://www.cian.ru/sale/flat/298828266/,16.0,24.0,5.0,118.89,50766030,Останкинский,55.8204298,37.6178834
2024,real_estate_agent,https://www.cian.ru/sale/flat/299557337/,8.0,18.0,3.0,75.5,42000000,Алексеевский,55.8102369,37.6501996
2025,developer,https://www.cian.ru/sale/flat/298604032/,13.0,32.0,4.0,127.7,56443400,Останкинский,55.809901499999995,37.624719400000004
2026,real_estate_agent,https://www.cian.ru/sale/flat/298290286/,2.0,9.0,2.0,36.0,14500000,Алексеевский,55.8128376,37.652630329616024
2027,developer,https://www.cian.ru/sale/flat/290235628/,2.0,24.0,2.0,51.61,22863230,Останкинский,55.8204298,37.6178834
2028,real_estate_agent,https://www.cian.ru/sale/flat/298746451/,18.0,20.0,1.0,34.2,19990000,Алексеевский,55.80700795,37.648852140960955
2029,developer,https://www.cian.ru/sale/flat/298603663/,14.0,26.0,1.0,25.4,12877800,Останкинский,55.8204298,37.6178834
2030,real_estate_agent,https://www.cian.ru/sale/flat/297788340/,6.0,11.0,1.0,43.0,25000000,Останкинский,55.81060665,37.626827934756065
2031,developer,https://www.cian.ru/sale/flat/293058838/,16.0,22.0,1.0,58.9,27967016,Останкинский,55.8155909,37.6376493
2032,real_estate_agent,https://www.cian.ru/sale/flat/298987298/,5.0,17.0,3.0,93.0,37900000,Алексеевский,55.8085317,37.6465309
2033,developer,https://www.cian.ru/sale/flat/294033948/,12.0,27.0,1.0,52.3,19707750,Алексеевский,55.8119473,37.6457528
2034,real_estate_agent,https://www.cian.ru/sale/flat/289348865/,11.0,21.0,5.0,125.0,75000000,Алексеевский,55.807991099999995,37.64738629640301
2035,developer,https://www.cian.ru/sale/flat/294033667/,18.0,27.0,1.0,43.6,18293000,Алексеевский,55.8119473,37.6457528
2036,real_estate_agent,https://www.cian.ru/sale/flat/298085132/,4.0,11.0,3.0,98.0,35500000,Останкинский,55.81060665,37.626827934756065
2037,developer,https://www.cian.ru/sale/flat/298603558/,9.0,37.0,3.0,100.72,42201680,Останкинский,55.81039545,37.62418248648383
2038,real_estate_agent,https://www.cian.ru/sale/flat/299071770/,17.0,21.0,1.0,42.0,21990000,Алексеевский,55.8085317,37.6465309
2039,developer,https://www.cian.ru/sale/flat/298603942/,5.0,32.0,3.0,105.8,43907000,Останкинский,55.809901499999995,37.624719400000004
2040,real_estate_agent,https://www.cian.ru/sale/flat/297686814/,14.0,17.0,2.0,68.0,29990000,Алексеевский,55.8085317,37.6465309
2041,developer,https://www.cian.ru/sale/flat/298604002/,4.0,32.0,3.0,94.6,40961800,Останкинский,55.809901499999995,37.624719400000004
2042,real_estate_agent,https://www.cian.ru/sale/flat/299607862/,2.0,22.0,3.0,72.0,43950000,Алексеевский,55.8127368,37.647416
2043,developer,https://www.cian.ru/sale/flat/294033814/,3.0,27.0,3.0,124.7,37912000,Алексеевский,55.8119473,37.6457528
2044,real_estate_agent,https://www.cian.ru/sale/flat/298663312/,16.0,21.0,1.0,45.0,22500000,Алексеевский,55.8085317,37.6465309
2045,developer,https://www.cian.ru/sale/flat/294033700/,18.0,27.0,1.0,50.8,21000000,Алексеевский,55.8119473,37.6457528
2046,real_estate_agent,https://www.cian.ru/sale/flat/296267485/,3.0,20.0,2.0,63.7,29990000,Алексеевский,55.80700795,37.648852140960955
2047,developer,https://www.cian.ru/sale/flat/296010062/,18.0,27.0,1.0,52.9,19680390,Алексеевский,55.8119473,37.6457528
2048,real_estate_agent,https://www.cian.ru/sale/flat/289970462/,7.0,15.0,2.0,63.3,31900000,Останкинский,55.807564,37.6357269
2049,developer,https://www.cian.ru/sale/flat/298604163/,15.0,24.0,3.0,72.17,36012830,Останкинский,55.8204298,37.6178834
2050,realtor,https://www.cian.ru/sale/flat/299440346/,8.0,9.0,2.0,37.3,15700000,Останкинский,55.8104659,37.62072980521472
2051,developer,https://www.cian.ru/sale/flat/294033469/,17.0,27.0,2.0,60.3,22634700,Алексеевский,55.8119473,37.6457528
2052,real_estate_agent,https://www.cian.ru/sale/flat/299708915/,10.0,21.0,5.0,100.0,65000000,Алексеевский,55.807991099999995,37.64738629640301
2053,developer,https://www.cian.ru/sale/flat/294033606/,16.0,27.0,3.0,117.8,39642000,Алексеевский,55.8119473,37.6457528
2054,homeowner,https://www.cian.ru/sale/flat/299962045/,3.0,35.0,2.0,42.7,25512000,Останкинский,55.81060665,37.626827934756065
2055,developer,https://www.cian.ru/sale/flat/294033603/,9.0,27.0,3.0,122.7,39424000,Алексеевский,55.8119473,37.6457528
2056,real_estate_agent,https://www.cian.ru/sale/flat/299272892/,25.0,35.0,3.0,57.0,31800000,Останкинский,55.809901499999995,37.624719400000004
2057,developer,https://www.cian.ru/sale/flat/298655795/,14.0,27.0,1.0,60.3,24926000,Алексеевский,55.8119473,37.6457528
2058,developer,https://www.cian.ru/sale/flat/294033548/,24.0,27.0,2.0,72.0,26090325,Алексеевский,55.8119473,37.6457528
2059,real_estate_agent,https://www.cian.ru/sale/flat/298139494/,3.0,4.0,2.0,44.5,11900000,Останкинский,55.8122238,37.63240759999999
2060,developer,https://www.cian.ru/sale/flat/294033905/,3.0,27.0,2.0,63.8,23598000,Алексеевский,55.8119473,37.6457528
2061,real_estate_agent,https://www.cian.ru/sale/flat/299246771/,4.0,5.0,3.0,72.7,18500000,Алексеевский,55.80892355,37.653793261210424
2062,developer,https://www.cian.ru/sale/flat/298604152/,7.0,24.0,4.0,98.82,40713840,Останкинский,55.8204298,37.6178834
2064,developer,https://www.cian.ru/sale/flat/298604192/,22.0,24.0,3.0,78.13,37189880,Останкинский,55.8204298,37.6178834
2065,real_estate_agent,https://www.cian.ru/sale/flat/299270486/,5.0,14.0,1.0,33.0,12500000,Алексеевский,55.814406500000004,37.64292825
2066,developer,https://www.cian.ru/sale/flat/279448490/,23.0,24.0,4.0,100.27,48129600,Останкинский,55.8204298,37.6178834
2067,real_estate_agent,https://www.cian.ru/sale/flat/299463279/,15.0,16.0,2.0,52.4,17500000,Останкинский,55.811647300000004,37.620545402551514
2068,developer,https://www.cian.ru/sale/flat/294033596/,12.0,27.0,3.0,132.0,40191000,Алексеевский,55.8119473,37.6457528
2069,real_estate_agent,https://www.cian.ru/sale/flat/299252539/,7.0,8.0,3.0,72.0,25900000,Останкинский,55.811152199999995,37.63178096363106
2070,developer,https://www.cian.ru/sale/flat/279448910/,25.0,26.0,3.0,69.4,35394000,Останкинский,55.8204298,37.6178834
2071,real_estate_agent,https://www.cian.ru/sale/flat/299512049/,1.0,22.0,2.0,62.3,34000000,Алексеевский,55.8127368,37.647416
2072,developer,https://www.cian.ru/sale/flat/298603507/,3.0,37.0,3.0,96.81,38820810,Останкинский,55.81039545,37.62418248648383
2073,official_representative,https://www.cian.ru/sale/flat/297952301/,2.0,6.0,2.0,90.0,34900000,Алексеевский,55.8013512,37.6365683
2074,developer,https://www.cian.ru/sale/flat/298603673/,14.0,26.0,4.0,78.9,33848100,Останкинский,55.8204298,37.6178834
2075,unknown,https://www.cian.ru/sale/flat/299137161/,6.0,8.0,1.0,29.4,14300000,Останкинский,55.81492445,37.62783101990591
2076,developer,https://www.cian.ru/sale/flat/298604215/,21.0,24.0,3.0,60.41,30869510,Останкинский,55.8204298,37.6178834
2077,real_estate_agent,https://www.cian.ru/sale/flat/297103429/,17.0,23.0,1.0,33.8,12499000,Ярославский,55.8503606,37.682156
2078,developer,https://www.cian.ru/sale/flat/298603852/,2.0,26.0,3.0,61.8,27130200,Останкинский,55.8204298,37.6178834
2079,real_estate_agent,https://www.cian.ru/sale/flat/299524863/,3.0,15.0,3.0,100.0,59900000,Алексеевский,55.8127368,37.647416
2080,developer,https://www.cian.ru/sale/flat/296010075/,18.0,27.0,2.0,64.8,24256800,Алексеевский,55.8119473,37.6457528
2081,realtor,https://www.cian.ru/sale/flat/289459051/,4.0,15.0,1.0,37.5,17500000,Останкинский,55.807564,37.6357269
2082,developer,https://www.cian.ru/sale/flat/294033587/,23.0,27.0,3.0,91.9,37044000,Алексеевский,55.8119473,37.6457528
2083,real_estate_agent,https://www.cian.ru/sale/flat/298515260/,11.0,20.0,3.0,107.0,47950000,Алексеевский,55.8102369,37.6501996
2084,developer,https://www.cian.ru/sale/flat/298603892/,9.0,26.0,4.0,90.6,37780200,Останкинский,55.8204298,37.6178834
2085,real_estate_agent,https://www.cian.ru/sale/flat/299944236/,4.0,19.0,2.0,45.15,22500000,Алексеевский,55.8085317,37.6465309
2086,developer,https://www.cian.ru/sale/flat/298604240/,4.0,24.0,4.0,101.46,41294220,Останкинский,55.8204298,37.6178834
2087,real_estate_agent,https://www.cian.ru/sale/flat/298556550/,1.0,12.0,2.0,48.0,15200000,Алексеевский,55.819647950000004,37.66262772441578
2088,developer,https://www.cian.ru/sale/flat/294033848/,3.0,27.0,2.0,68.6,24851000,Алексеевский,55.8119473,37.6457528
2089,real_estate_agent,https://www.cian.ru/sale/flat/299789718/,4.0,9.0,3.0,93.6,53000000,Алексеевский,55.807991099999995,37.64738629640301
2090,developer,https://www.cian.ru/sale/flat/294033901/,7.0,27.0,2.0,62.1,22553000,Алексеевский,55.8119473,37.6457528
2091,real_estate_agent,https://www.cian.ru/sale/flat/297908933/,2.0,20.0,3.0,80.4,34900000,Останкинский,55.8155909,37.6376493
2092,developer,https://www.cian.ru/sale/flat/298604118/,12.0,34.0,3.0,74.5,39932000,Останкинский,55.81060665,37.626827934756065
2093,real_estate_agent,https://www.cian.ru/sale/flat/299837693/,2.0,22.0,3.0,75.4,42500000,Алексеевский,55.8127368,37.647416
2094,developer,https://www.cian.ru/sale/flat/298655832/,25.0,27.0,3.0,87.0,31697000,Алексеевский,55.8119473,37.6457528
2095,real_estate_agent,https://www.cian.ru/sale/flat/298057479/,21.0,22.0,3.0,106.0,70000000,Алексеевский,55.8127368,37.647416
2096,developer,https://www.cian.ru/sale/flat/298655736/,14.0,27.0,1.0,49.7,18814620,Алексеевский,55.8119473,37.6457528
2097,real_estate_agent,https://www.cian.ru/sale/flat/299157073/,18.0,19.0,4.0,118.5,63500000,Алексеевский,55.8102369,37.6501996
2098,developer,https://www.cian.ru/sale/flat/298828174/,6.0,37.0,2.0,74.44,32679160,Останкинский,55.81039545,37.62418248648383
2099,developer,https://www.cian.ru/sale/flat/296010085/,18.0,27.0,2.0,74.2,26230150,Алексеевский,55.8119473,37.6457528
2100,real_estate_agent,https://www.cian.ru/sale/flat/299962573/,4.0,5.0,1.0,34.0,11200000,Алексеевский,55.8175065,37.6547829
2101,developer,https://www.cian.ru/sale/flat/298603447/,3.0,37.0,3.0,92.5,44862500,Останкинский,55.81039545,37.62418248648383
2102,homeowner,https://www.cian.ru/sale/flat/300010362/,11.0,20.0,2.0,38.3,20740000,Алексеевский,55.80700795,37.648852140960955
2103,developer,https://www.cian.ru/sale/flat/294033513/,8.0,27.0,2.0,76.0,27374000,Алексеевский,55.8119473,37.6457528
2104,unknown,https://www.cian.ru/sale/flat/296469874/,7.0,12.0,3.0,58.5,19500000,Алексеевский,55.81012955,37.651083229960946
2105,developer,https://www.cian.ru/sale/flat/294034026/,11.0,27.0,3.0,114.9,36475000,Алексеевский,55.8119473,37.6457528
2106,realtor,https://www.cian.ru/sale/flat/300069614/,6.0,12.0,2.0,38.3,16500000,Алексеевский,55.806736400000005,37.64074426373225
2107,developer,https://www.cian.ru/sale/flat/298603439/,2.0,37.0,3.0,84.8,41552000,Останкинский,55.81039545,37.62418248648383
2108,real_estate_agent,https://www.cian.ru/sale/flat/299977724/,11.0,12.0,3.0,108.2,28500000,Алексеевский,55.8161972,37.642917
2109,developer,https://www.cian.ru/sale/flat/294033761/,3.0,27.0,2.0,58.5,20182750,Алексеевский,55.8119473,37.6457528
2110,developer,https://www.cian.ru/sale/flat/294554091/,26.0,27.0,2.0,78.3,33187000,Алексеевский,55.8119473,37.6457528
2111,real_estate_agent,https://www.cian.ru/sale/flat/300061309/,2.0,22.0,2.0,63.1,31900000,Алексеевский,55.8127368,37.647416
2112,developer,https://www.cian.ru/sale/flat/298604116/,33.0,34.0,4.0,134.6,70126600,Останкинский,55.81060665,37.626827934756065
2113,homeowner,https://www.cian.ru/sale/flat/294726824/,4.0,5.0,1.0,33.3,11100000,Алексеевский,55.8175065,37.6547829
2114,developer,https://www.cian.ru/sale/flat/294554130/,27.0,27.0,4.0,136.7,55501000,Алексеевский,55.8119473,37.6457528
2115,real_estate_agent,https://www.cian.ru/sale/flat/296906091/,3.0,30.0,2.0,50.0,25000000,Алексеевский,55.8119473,37.6457528
2116,developer,https://www.cian.ru/sale/flat/298603855/,2.0,26.0,4.0,75.3,31626000,Останкинский,55.8204298,37.6178834
2117,realtor,https://www.cian.ru/sale/flat/290132965/,7.0,20.0,4.0,108.0,40500000,Алексеевский,55.8085317,37.6465309
2118,developer,https://www.cian.ru/sale/flat/294033885/,7.0,27.0,3.0,110.2,37281000,Алексеевский,55.8119473,37.6457528
2119,real_estate_agent,https://www.cian.ru/sale/flat/285754476/,6.0,20.0,1.0,38.5,16300000,Алексеевский,55.80700795,37.648852140960955
2120,developer,https://www.cian.ru/sale/flat/298603435/,32.0,37.0,4.0,107.31,49469910,Останкинский,55.81039545,37.62418248648383
2121,realtor,https://www.cian.ru/sale/flat/297097403/,2.0,14.0,3.0,68.0,23500000,Останкинский,55.8072826,37.6359548
2122,developer,https://www.cian.ru/sale/flat/298603455/,13.0,37.0,4.0,108.12,44869800,Останкинский,55.81039545,37.62418248648383
2123,real_estate_agent,https://www.cian.ru/sale/flat/293806026/,3.0,5.0,3.0,77.8,19200000,Алексеевский,55.8132288,37.6487166
2124,developer,https://www.cian.ru/sale/flat/298604010/,10.0,32.0,3.0,77.9,33652800,Останкинский,55.809901499999995,37.624719400000004
2125,realtor,https://www.cian.ru/sale/flat/297778780/,3.0,10.0,2.0,67.6,23450000,Алексеевский,55.8105221,37.64067942519718
2126,developer,https://www.cian.ru/sale/flat/294033612/,8.0,27.0,3.0,129.3,35673165,Алексеевский,55.8119473,37.6457528
2127,homeowner,https://www.cian.ru/sale/flat/298811040/,4.0,8.0,2.0,53.2,19480000,Останкинский,55.8100496,37.6335168
2128,developer,https://www.cian.ru/sale/flat/298603568/,10.0,37.0,1.0,42.9,22265100,Останкинский,55.81039545,37.62418248648383
2129,realtor,https://www.cian.ru/sale/flat/297903110/,10.0,12.0,2.0,40.0,14290000,Алексеевский,55.8161667,37.6555659879981
2130,developer,https://www.cian.ru/sale/flat/298828258/,32.0,32.0,5.0,157.0,102835000,Останкинский,55.809901499999995,37.624719400000004
2131,developer,https://www.cian.ru/sale/flat/298603595/,11.0,37.0,3.0,69.86,32904060,Останкинский,55.81039545,37.62418248648383
2132,real_estate_agent,https://www.cian.ru/sale/flat/296661619/,11.0,11.0,3.0,98.0,33000000,Алексеевский,55.81858725,37.661312107470536
2133,developer,https://www.cian.ru/sale/flat/298603700/,16.0,26.0,2.0,47.4,21093000,Останкинский,55.8204298,37.6178834
2134,real_estate_agent,https://www.cian.ru/sale/flat/299068142/,18.0,27.0,2.0,50.0,19500000,Алексеевский,55.8119473,37.6457528
2135,developer,https://www.cian.ru/sale/flat/298604237/,4.0,24.0,4.0,97.74,39780180,Останкинский,55.8204298,37.6178834
2136,realtor,https://www.cian.ru/sale/flat/299298710/,6.0,14.0,1.0,37.2,14000000,Алексеевский,55.815459000000004,37.65334187573687
2137,developer,https://www.cian.ru/sale/flat/296010083/,21.0,27.0,2.0,74.9,25635150,Алексеевский,55.8119473,37.6457528
2138,real_estate_agent,https://www.cian.ru/sale/flat/295180053/,10.0,26.0,1.0,27.1,11890000,Останкинский,55.8204298,37.6178834
2139,developer,https://www.cian.ru/sale/flat/294554136/,27.0,27.0,4.0,169.1,67810000,Алексеевский,55.8119473,37.6457528
2141,developer,https://www.cian.ru/sale/flat/298828156/,16.0,37.0,2.0,74.52,34204680,Останкинский,55.81039545,37.62418248648383
2142,realtor,https://www.cian.ru/sale/flat/291967162/,14.0,16.0,2.0,80.0,35500000,Алексеевский,55.8115981,37.6392423
2143,developer,https://www.cian.ru/sale/flat/298828116/,4.0,37.0,2.0,71.09,31919410,Останкинский,55.81039545,37.62418248648383
2144,real_estate_agent,https://www.cian.ru/sale/flat/296960235/,3.0,3.0,2.0,62.4,20500000,Алексеевский,55.80700795,37.648852140960955
2145,developer,https://www.cian.ru/sale/flat/298604126/,12.0,34.0,3.0,78.7,41396200,Останкинский,55.81060665,37.626827934756065
2146,real_estate_agent,https://www.cian.ru/sale/flat/299229799/,7.0,30.0,2.0,74.8,23800000,Алексеевский,55.8119473,37.6457528
2147,developer,https://www.cian.ru/sale/flat/298603727/,20.0,26.0,2.0,45.3,20973900,Останкинский,55.8204298,37.6178834
2148,realtor,https://www.cian.ru/sale/flat/299585362/,7.0,26.0,2.0,50.0,23999000,Алексеевский,55.8119473,37.6457528
2149,developer,https://www.cian.ru/sale/flat/294033910/,3.0,27.0,3.0,91.4,33234000,Алексеевский,55.8119473,37.6457528
2151,developer,https://www.cian.ru/sale/flat/298603457/,2.0,37.0,3.0,97.88,38956240,Останкинский,55.81039545,37.62418248648383
2152,realtor,https://www.cian.ru/sale/flat/299289166/,34.0,34.0,5.0,280.0,67627000,Останкинский,55.81060665,37.626827934756065
2153,developer,https://www.cian.ru/sale/flat/275156027/,11.0,32.0,3.0,111.5,47610500,Останкинский,55.809901499999995,37.624719400000004
2154,developer,https://www.cian.ru/sale/flat/298604030/,12.0,32.0,3.0,82.1,36945000,Останкинский,55.809901499999995,37.624719400000004
2156,developer,https://www.cian.ru/sale/flat/298603590/,11.0,37.0,2.0,57.36,26787120,Останкинский,55.81039545,37.62418248648383
2157,real_estate_agent,https://www.cian.ru/sale/flat/286307479/,2.0,34.0,2.0,42.0,26520000,Останкинский,55.81060665,37.626827934756065
2158,developer,https://www.cian.ru/sale/flat/298603982/,3.0,32.0,3.0,97.2,41504400,Останкинский,55.809901499999995,37.624719400000004
2159,real_estate_agent,https://www.cian.ru/sale/flat/296424604/,9.0,20.0,1.0,38.0,22240000,Алексеевский,55.80700795,37.648852140960955
2160,developer,https://www.cian.ru/sale/flat/298604097/,3.0,32.0,3.0,110.0,45210000,Останкинский,55.809901499999995,37.624719400000004
2161,real_estate_agent,https://www.cian.ru/sale/flat/299027298/,14.0,15.0,1.0,36.3,15500000,Останкинский,55.807564,37.6357269
2162,developer,https://www.cian.ru/sale/flat/270707517/,2.0,32.0,3.0,107.0,46010000,Останкинский,55.809901499999995,37.624719400000004
2163,realtor,https://www.cian.ru/sale/flat/299688401/,5.0,10.0,4.0,105.0,45000000,Останкинский,55.8136139,37.6367601
2164,developer,https://www.cian.ru/sale/flat/299278726/,3.0,24.0,1.0,24.44,13564200,Останкинский,55.8204298,37.6178834
2165,real_estate_agent,https://www.cian.ru/sale/flat/292083076/,8.0,19.0,3.0,102.7,52000000,Алексеевский,55.8102369,37.6501996
2166,developer,https://www.cian.ru/sale/flat/298603832/,26.0,26.0,3.0,63.5,32004000,Останкинский,55.8204298,37.6178834
2167,real_estate_agent,https://www.cian.ru/sale/flat/299339751/,4.0,11.0,3.0,107.0,41500000,Останкинский,55.809901499999995,37.624719400000004
2168,developer,https://www.cian.ru/sale/flat/298604218/,2.0,24.0,4.0,93.72,37206840,Останкинский,55.8204298,37.6178834
2169,real_estate_agent,https://www.cian.ru/sale/flat/298837746/,1.0,5.0,3.0,54.7,22500000,Останкинский,55.8150059,37.62604895
2170,developer,https://www.cian.ru/sale/flat/298603929/,2.0,32.0,3.0,77.4,32508000,Останкинский,55.809901499999995,37.624719400000004
2171,real_estate_agent,https://www.cian.ru/sale/flat/299595847/,2.0,26.0,3.0,65.0,23000000,Останкинский,55.8118143,37.6249668
2172,developer,https://www.cian.ru/sale/flat/298603593/,11.0,37.0,2.0,58.17,27165390,Останкинский,55.81039545,37.62418248648383
2173,real_estate_agent,https://www.cian.ru/sale/flat/299461160/,2.0,27.0,2.0,63.4,23000000,Останкинский,55.8204298,37.6178834
2174,developer,https://www.cian.ru/sale/flat/298603543/,8.0,37.0,1.0,42.23,21579530,Останкинский,55.81039545,37.62418248648383
2175,real_estate_agent,https://www.cian.ru/sale/flat/298089306/,16.0,19.0,1.0,43.0,22500000,Алексеевский,55.8085317,37.6465309
2176,developer,https://www.cian.ru/sale/flat/298603958/,12.0,32.0,3.0,70.4,33017600,Останкинский,55.809901499999995,37.624719400000004
2177,real_estate_agent,https://www.cian.ru/sale/flat/299559318/,2.0,5.0,2.0,43.0,7300000,Ростокино,55.8391786,37.658847022435154
2178,developer,https://www.cian.ru/sale/flat/275156007/,31.0,32.0,1.0,27.0,17010000,Останкинский,55.809901499999995,37.624719400000004
2179,realtor,https://www.cian.ru/sale/flat/299057496/,3.0,14.0,1.0,38.8,11800000,Алексеевский,55.812435750000006,37.64366331508314
2180,developer,https://www.cian.ru/sale/flat/298603978/,2.0,32.0,3.0,97.5,41145000,Останкинский,55.809901499999995,37.624719400000004
2181,realtor,https://www.cian.ru/sale/flat/299562495/,6.0,22.0,2.0,58.0,23000000,Алексеевский,55.8104342,37.643411161079094
2182,developer,https://www.cian.ru/sale/flat/298603477/,2.0,37.0,2.0,71.66,31745380,Останкинский,55.81039545,37.62418248648383
2184,developer,https://www.cian.ru/sale/flat/298604109/,32.0,32.0,4.0,174.7,114428500,Останкинский,55.809901499999995,37.624719400000004
2185,realtor,https://www.cian.ru/sale/flat/299116066/,2.0,10.0,2.0,63.3,18900000,Алексеевский,55.81293,37.6387155
2186,developer,https://www.cian.ru/sale/flat/298603585/,11.0,37.0,2.0,63.88,30726280,Останкинский,55.81039545,37.62418248648383
2187,realtor,https://www.cian.ru/sale/flat/299744063/,1.0,8.0,2.0,80.0,11750000,Останкинский,55.813396850000004,37.632916620369045
2188,developer,https://www.cian.ru/sale/flat/298603990/,10.0,32.0,3.0,98.6,45356000,Останкинский,55.809901499999995,37.624719400000004
2189,realtor,https://www.cian.ru/sale/flat/299672045/,4.0,6.0,4.0,130.0,39950000,Алексеевский,55.80149685,37.63771408861376
2190,developer,https://www.cian.ru/sale/flat/298603505/,33.0,37.0,3.0,74.69,36822170,Останкинский,55.81039545,37.62418248648383
2192,developer,https://www.cian.ru/sale/flat/294033540/,8.0,27.0,2.0,82.0,30756000,Алексеевский,55.8119473,37.6457528
2193,realtor,https://www.cian.ru/sale/flat/274005698/,8.0,9.0,3.0,60.0,16000000,Марьина роща,55.802252300000006,37.613193799222245
2194,developer,https://www.cian.ru/sale/flat/294033768/,3.0,27.0,1.0,58.2,22113000,Алексеевский,55.8119473,37.6457528
2196,developer,https://www.cian.ru/sale/flat/298604141/,2.0,24.0,4.0,101.81,40520380,Останкинский,55.8204298,37.6178834
2198,developer,https://www.cian.ru/sale/flat/298603819/,25.0,26.0,3.0,63.4,29100600,Останкинский,55.8204298,37.6178834
2199,realtor,https://www.cian.ru/sale/flat/298851326/,1.0,12.0,2.0,55.0,17500000,Алексеевский,55.8161972,37.642917
2200,developer,https://www.cian.ru/sale/flat/297261567/,13.0,22.0,1.0,48.6,24069617,Останкинский,55.8155909,37.6376493
2201,realtor,https://www.cian.ru/sale/flat/299087874/,5.0,15.0,2.0,52.0,17800000,Алексеевский,55.81535905,37.657671726357705
2202,developer,https://www.cian.ru/sale/flat/275156015/,2.0,32.0,3.0,135.0,54810000,Останкинский,55.809901499999995,37.624719400000004
2204,developer,https://www.cian.ru/sale/flat/298603814/,25.0,26.0,2.0,42.6,20831400,Останкинский,55.8204298,37.6178834
2206,developer,https://www.cian.ru/sale/flat/275454114/,31.0,32.0,2.0,80.6,41509000,Останкинский,55.809901499999995,37.624719400000004
2207,realtor,https://www.cian.ru/sale/flat/296597235/,6.0,11.0,2.0,70.0,22500000,Останкинский,55.8136139,37.6367601
2208,developer,https://www.cian.ru/sale/flat/298604122/,11.0,34.0,3.0,95.8,47516800,Останкинский,55.81060665,37.626827934756065
2209,real_estate_agent,https://www.cian.ru/sale/flat/299170753/,7.0,9.0,3.0,52.0,19500000,Алексеевский,55.808594,37.639312
2210,developer,https://www.cian.ru/sale/flat/299278722/,3.0,24.0,2.0,50.58,22912740,Останкинский,55.8204298,37.6178834
2211,real_estate_agent,https://www.cian.ru/sale/flat/282662028/,2.0,17.0,2.0,43.6,15800000,Алексеевский,55.8057151,37.6389627
2212,developer,https://www.cian.ru/sale/flat/294033702/,14.0,27.0,2.0,62.7,23097480,Алексеевский,55.8119473,37.6457528
2213,realtor,https://www.cian.ru/sale/flat/276376366/,2.0,14.0,4.0,91.0,22800000,Марьина роща,55.80719155,37.613405150000006
2214,developer,https://www.cian.ru/sale/flat/289911841/,10.0,32.0,3.0,156.9,71075700,Останкинский,55.809901499999995,37.624719400000004
2215,realtor,https://www.cian.ru/sale/flat/299021991/,3.0,8.0,3.0,79.1,33950000,Алексеевский,55.8114853,37.65631249894065
2216,developer,https://www.cian.ru/sale/flat/298603798/,24.0,26.0,1.0,27.1,14281700,Останкинский,55.8204298,37.6178834
2217,real_estate_agent,https://www.cian.ru/sale/flat/299674145/,3.0,17.0,2.0,46.0,16900000,Алексеевский,55.8057151,37.6389627
2218,developer,https://www.cian.ru/sale/flat/298604132/,11.0,34.0,3.0,93.9,47513400,Останкинский,55.81060665,37.626827934756065
2219,real_estate_agent,https://www.cian.ru/sale/flat/299448434/,13.0,30.0,2.0,52.1,21890000,Алексеевский,55.8119473,37.6457528
2220,developer,https://www.cian.ru/sale/flat/298603471/,2.0,37.0,1.0,43.59,21489870,Останкинский,55.81039545,37.62418248648383
2221,realtor,https://www.cian.ru/sale/flat/298552871/,10.0,10.0,3.0,84.0,46000000,Останкинский,55.80219065,37.635095525015544
2222,developer,https://www.cian.ru/sale/flat/298604128/,11.0,34.0,3.0,93.0,47151000,Останкинский,55.81060665,37.626827934756065
2223,realtor,https://www.cian.ru/sale/flat/298490080/,5.0,19.0,3.0,68.0,35900000,Алексеевский,55.8085317,37.6465309
2224,developer,https://www.cian.ru/sale/flat/298828204/,3.0,32.0,2.0,78.9,34794900,Останкинский,55.809901499999995,37.624719400000004
2225,realtor,https://www.cian.ru/sale/flat/299744103/,4.0,8.0,3.0,53.6,18900000,Останкинский,55.8036139,37.63026077511388
2226,developer,https://www.cian.ru/sale/flat/294033408/,12.0,27.0,1.0,54.0,20348050,Алексеевский,55.8119473,37.6457528
2227,real_estate_agent,https://www.cian.ru/sale/flat/298879854/,1.0,11.0,3.0,87.6,25000000,Алексеевский,55.81858725,37.661312107470536
2228,developer,https://www.cian.ru/sale/flat/298604037/,15.0,32.0,3.0,81.4,37118400,Останкинский,55.809901499999995,37.624719400000004
2229,realtor,https://www.cian.ru/sale/flat/299433542/,9.0,17.0,3.0,77.0,31000000,Останкинский,55.80663295,37.63402642090786
2230,developer,https://www.cian.ru/sale/flat/297366632/,4.0,27.0,1.0,59.2,21368000,Алексеевский,55.8119473,37.6457528
