,author_type,url,floor,floors_count,rooms_count,total_meters,price,district,lat,lon
27298,real_estate_agent,https://www.cian.ru/sale/flat/297037407/,4.0,18.0,2.0,67.0,29500000,Нагатинский затон,55.6850188,37.6983673
27299,real_estate_agent,https://www.cian.ru/sale/flat/299555939/,5.0,9.0,2.0,52.0,13849000,Нагатинский затон,55.68538275,37.68938834900621
27301,realtor,https://www.cian.ru/sale/flat/278189398/,14.0,17.0,3.0,74.0,23000000,Южнопортовый,55.7030632,37.6877374
27317,real_estate_agent,https://www.cian.ru/sale/flat/293906762/,25.0,69.0,1.0,23.3,11100000,Печатники,55.6946059,37.727363
27326,real_estate_agent,https://www.cian.ru/sale/flat/298264635/,17.0,24.0,2.0,45.1,17300000,Южнопортовый,55.71087795,37.68140473963054
27328,real_estate_agent,https://www.cian.ru/sale/flat/294694875/,27.0,42.0,2.0,58.1,29900000,Даниловский,55.7238202,37.636608
27331,real_estate_agent,https://www.cian.ru/sale/flat/295986759/,6.0,29.0,1.0,37.0,15800000,Печатники,55.6946059,37.727363
27335,real_estate_agent,https://www.cian.ru/sale/flat/295986765/,16.0,29.0,1.0,37.6,16600000,Печатники,55.6946059,37.727363
27340,real_estate_agent,https://www.cian.ru/sale/flat/297557778/,53.0,69.0,2.0,37.2,15500000,Печатники,55.6946059,37.727363
27348,real_estate_agent,https://www.cian.ru/sale/flat/298256876/,20.0,22.0,1.0,25.4,13000000,Печатники,55.7051961,37.697210720113546
27350,real_estate_agent,https://www.cian.ru/sale/flat/298225501/,32.0,69.0,3.0,56.4,19500000,Печатники,55.7084084,37.7005861
27351,real_estate_agent,https://www.cian.ru/sale/flat/290635641/,10.0,24.0,1.0,34.0,14200000,Печатники,55.6946059,37.727363
27352,real_estate_agent,https://www.cian.ru/sale/flat/298217241/,59.0,69.0,1.0,36.3,14500000,Печатники,55.7084084,37.7005861
27355,realtor,https://www.cian.ru/sale/flat/299279730/,26.0,29.0,1.0,17.0,9500000,Печатники,55.6946059,37.727363
27357,real_estate_agent,https://www.cian.ru/sale/flat/294371499/,13.0,48.0,1.0,32.2,14300000,Очаково-Матвеевское,55.690291,37.4406611
27358,real_estate_agent,https://www.cian.ru/sale/flat/298160535/,12.0,28.0,1.0,32.1,11500000,Гольяново,55.8133633,37.7952535
27361,homeowner,https://www.cian.ru/sale/flat/294139943/,17.0,24.0,1.0,20.1,7550000,Текстильщики,55.7197123,37.7269404
27363,homeowner,https://www.cian.ru/sale/flat/296383659/,18.0,33.0,1.0,24.04,9900000,Рязанский,55.7216423,37.7847675
27365,unknown,https://www.cian.ru/sale/flat/296980430/,17.0,33.0,1.0,24.0,8799000,Рязанский,55.7216423,37.7847675
27366,realtor,https://www.cian.ru/sale/flat/295288883/,10.0,33.0,1.0,20.0,8400000,Гольяново,55.8133633,37.7952535
27367,homeowner,https://www.cian.ru/sale/flat/296135437/,14.0,27.0,1.0,20.1,9300000,Нижегородский,55.73410485,37.740172309102775
27369,real_estate_agent,https://www.cian.ru/sale/flat/299616657/,11.0,11.0,1.0,43.9,18500000,Даниловский,55.6938917,37.6303564
27371,real_estate_agent,https://www.cian.ru/sale/flat/299338614/,8.0,8.0,3.0,85.0,34000000,Даниловский,55.6872317,37.6532428
27373,realtor,https://www.cian.ru/sale/flat/299796844/,4.0,9.0,2.0,42.0,15900000,Нагатинский затон,55.6801199,37.6844207
27374,developer,https://www.cian.ru/sale/flat/299226272/,18.0,18.0,1.0,57.9,28908717,Даниловский,55.707253,37.643517
27375,real_estate_agent,https://www.cian.ru/sale/flat/299553985/,10.0,23.0,1.0,37.0,13500000,Нагатинский затон,55.6855292,37.6736988
27376,developer,https://www.cian.ru/sale/flat/299226192/,17.0,35.0,3.0,81.9,36557481,Даниловский,55.707253,37.643517
27379,real_estate_agent,https://www.cian.ru/sale/flat/299012448/,9.0,10.0,4.0,115.0,57500000,Даниловский,55.69031905,37.655723986236886
27382,developer,https://www.cian.ru/sale/flat/300034982/,3.0,6.0,3.0,94.6,46911430,Нагатинский затон,55.6657173,37.6596192
27383,real_estate_agent,https://www.cian.ru/sale/flat/299842929/,5.0,20.0,3.0,75.8,22950000,Нагатинский затон,55.685439,37.6771632423913
27384,developer,https://www.cian.ru/sale/flat/299991827/,16.0,24.0,1.0,58.1,29690608,Нагатинский затон,55.68363625,37.70052543619818
