,floor,floors_count,rooms_count,total_meters,price,lat,lon,author_type_homeowner,author_type_official_representative,author_type_real_estate_agent,author_type_realtor,author_type_representative_developer,district_quality,quality_price
8758,0.0,17.0,1.0,21.9,5550000,55.7505412,37.6174782,False,False,True,False,False,232416.57545537892,5089923.002472798
8765,0.0,19.0,2.0,32.9,6500000,55.7505412,37.6174782,False,False,True,False,False,232416.57545537892,7646505.332481966
8771,0.0,17.0,1.0,27.0,6700000,55.7505412,37.6174782,False,False,True,False,False,232416.57545537892,6275247.537295231
8775,0.0,6.0,2.0,34.0,7100000,55.8892591,37.63959376250311,True,False,False,False,False,208823.5294117647,7100000.0
8777,0.0,33.0,1.0,19.8,8026798,55.8748262,37.6338939,False,False,False,False,False,302398.4686797806,5987489.679859656
8782,0.0,9.0,1.0,32.0,8200000,55.8867433,37.65134903900679,False,False,False,True,False,307495.36353350204,9839851.633072065
8785,0.0,9.0,1.0,33.0,8300000,55.8903064,37.64821589880073,False,False,False,False,False,305086.2663207867,10067846.78858596
8789,0.0,12.0,1.0,34.3,8400000,55.87521885,37.57242777423927,False,False,False,True,False,249342.09704899933,8552433.928780677
8792,0.0,16.0,1.0,36.9,8600000,55.89428945,37.62609195290821,False,False,False,True,False,234015.7493256672,8635181.15011712
8794,0.0,9.0,1.0,32.4,8700000,55.8982139,37.61857444260005,False,False,False,False,False,250460.60205305446,8114923.506518965
8798,0.0,9.0,1.0,34.4,8950000,55.8953328,37.6315131,False,False,False,True,False,227923.26122736404,7840560.186221323
8799,0.0,23.0,1.0,22.0,8990000,55.87424275,37.60041683962128,True,False,False,False,False,318803.8470675924,7013684.635487032
8802,0.0,12.0,1.0,38.6,9100000,55.893325,37.6704617,True,False,False,False,False,291656.34731942916,11257935.006529966
8805,0.0,12.0,1.0,34.7,9500000,55.8872779,37.65479961015152,False,False,False,False,False,307777.52997931826,10679880.290282344
8811,0.0,9.0,1.0,31.6,9700000,55.87644705,37.579685600000005,False,False,False,True,False,284233.4285584071,8981776.342445666
8814,0.0,25.0,1.0,26.7,9711111,55.8745856,37.5986696,True,False,False,False,False,327720.16546342976,8750128.417873574
8817,0.0,9.0,2.0,37.0,9800000,55.8762881,37.58079955,False,False,False,True,False,292173.4164597898,10810416.409012223
8819,0.0,9.0,1.0,47.8,9900000,55.4939187,37.1818408,False,False,True,False,False,181399.16112058712,8670879.901564064
8820,0.0,10.0,2.0,48.8,9880000,55.9160681,37.7541765,True,False,False,False,False,254469.47989805636,12418110.61902515
8821,0.0,25.0,1.0,33.9,10000000,55.3553885,35.3461517,False,False,True,False,False,220949.83967138,7490199.564859781
8826,0.0,12.0,2.0,47.0,10400000,55.87521885,37.57242777423927,False,False,False,True,False,249342.09704899933,11719078.56130297
8827,0.0,25.0,2.0,51.5,10500000,55.3553885,35.3461517,False,False,True,False,False,220949.83967138,11378916.74307607
8829,0.0,10.0,3.0,87.2,10499000,55.94409065,37.77715137844275,False,False,True,False,False,131407.54566544748,11458737.98202702
8830,0.0,16.0,1.0,35.0,10500000,55.89384075,37.62281115,False,False,True,False,False,249762.173527957,8741676.073478496
8831,0.0,17.0,1.0,37.9,10500000,55.89124485,37.65315139779718,False,False,False,False,False,307573.7095519427,11657043.592018628
8832,0.0,16.0,1.0,37.8,10500000,55.8861885,37.6584023,False,False,False,False,False,314988.51436480554,11906565.842989648
8834,0.0,17.0,1.0,38.3,10700000,55.8651831,37.6004411,False,False,False,True,False,316475.870744367,12121025.849509256
8837,0.0,25.0,1.0,37.0,10800000,55.87508205,37.58901855128021,False,False,False,True,False,276907.7581249362,10245587.05062264
8838,0.0,22.0,1.0,40.0,10800000,55.88309985,37.64316813036893,False,False,True,False,False,301735.67521842674,12069427.008737069
8840,0.0,33.0,1.0,35.2,10999000,55.889663,37.6529265,False,False,True,False,False,308347.5749438629,10853834.638023976
8842,0.0,9.0,2.0,44.7,10950000,55.8982139,37.61857444260005,False,False,False,True,False,250460.60205305446,11195588.911771536
8844,0.0,17.0,1.0,37.7,11000000,55.8894747,37.6609593,False,False,True,False,False,303996.74962741166,11460677.46095342
8850,0.0,12.0,2.0,38.8,11100000,55.8794332,37.6198641426596,True,False,False,False,False,268102.7334177953,10402386.056610456
8852,0.0,17.0,2.0,55.0,11290000,55.926054,37.7230623,False,False,True,False,False,213164.74256128355,11724060.840870595
8859,0.0,19.0,1.0,37.7,11500000,55.87792045,37.621078794560106,False,False,False,True,False,263869.14562371996,9947866.790014243
8862,0.0,17.0,1.0,37.0,11500000,55.87815735,37.61071923254536,False,False,False,True,False,297933.8650061737,11023553.005228428
8863,0.0,16.0,2.0,51.3,11500000,55.89385595,37.62019375,False,False,False,False,False,255811.223688697,13123115.775230156
8865,0.0,12.0,2.0,38.0,11500000,55.89066715,37.65595704859455,False,False,False,True,False,307339.70669591095,11678908.854444616
8866,0.0,12.0,1.0,35.3,11500000,55.89268965,37.64769419229493,True,False,False,False,False,288060.80338263366,10168546.359406967
8868,0.0,12.0,2.0,45.0,11700000,55.87908205,37.6199338,True,False,False,False,False,265773.6098169976,11959812.441764893
8869,0.0,17.0,1.0,40.0,11700000,55.8893294,37.6464893237581,False,False,False,True,False,286541.2176513283,11461648.706053132
8870,0.0,18.0,1.0,38.2,11700000,55.88224705,37.6511629299287,False,False,False,True,False,326013.9837739795,12453734.180166017
8877,0.0,18.0,2.0,49.0,12100000,55.927964,37.7292531,False,False,True,False,False,227643.09650505902,11154511.728747891
8879,0.0,9.0,2.0,45.0,12000000,55.89160635,37.66589645399644,False,False,True,False,False,306208.81610230263,13779396.72460362
8880,0.0,12.0,3.0,63.3,12000000,55.87589145,37.571243974681465,False,False,False,False,False,256816.00856861038,16256453.342393037
8883,0.0,16.0,2.0,52.0,12000000,55.9264669,37.73104990425084,True,False,False,False,False,221220.41323308923,11503461.48812064
8886,0.0,15.0,1.0,36.2,12200000,55.8833599,37.6347531,False,False,False,True,False,340095.5990149081,12311460.684339674
8891,0.0,17.0,1.0,38.0,12250000,55.87815735,37.61071923254536,True,False,False,False,False,297933.8650061737,11321486.870234601
8894,0.0,17.0,1.0,40.0,12480000,55.89060715,37.66322580547392,True,False,False,False,False,307167.8325320444,12286713.301281776
8895,0.0,9.0,1.0,36.9,12500000,55.886372,37.655414,False,False,False,True,False,307766.53874794894,11356585.279799316
8898,0.0,17.0,1.0,37.7,12500000,55.8790897,37.6130237,True,False,False,False,False,296618.86619684944,11182531.255621225
8904,0.0,9.0,2.0,47.0,12750000,55.87534705,37.57412141343978,False,False,True,False,False,258026.4653085183,12127243.86950036
8907,0.0,9.0,3.0,56.9,12900000,55.871369,37.60081712604829,False,False,False,True,False,313554.86085971387,17841271.58291772
8908,0.0,12.0,2.0,45.4,12950000,55.8934646,37.6571044,False,False,False,False,False,306871.88781471207,13931983.706787927
8909,0.0,9.0,3.0,58.6,12950000,55.8986478,37.6170401,False,False,False,True,False,257485.79935162942,15088667.842005484
8910,0.0,9.0,2.0,48.9,12900000,55.86385025,37.61527325,True,False,False,False,False,275616.2880903866,13477636.487619905
8911,0.0,25.0,1.0,38.0,12900000,55.8933351,37.6547092,False,False,False,False,False,307357.0276963571,11679567.05246157
8913,0.0,12.0,2.0,50.0,13000000,55.8744495,37.6085537,False,False,False,True,False,297813.7285056507,14890686.425282536
8914,0.0,12.0,2.0,40.0,13000000,55.89269525,37.664271150000005,False,False,False,False,False,315524.28544641787,12620971.417856716
8916,0.0,17.0,1.0,36.6,13000000,55.87815735,37.61071923254536,True,False,False,False,False,297933.8650061737,10904379.459225958
8917,0.0,33.0,1.0,42.4,13159052,55.8748262,37.6338939,False,False,False,False,False,302398.4686797806,12821695.072022697
8918,0.0,33.0,1.0,40.4,13195530,55.8748262,37.6338939,False,False,False,False,False,302398.4686797806,12216898.134663137
8919,0.0,25.0,2.0,40.1,13299000,55.8822613,37.6350902,False,False,True,False,False,332657.5635347255,13339568.297742493
8924,0.0,12.0,2.0,46.0,13400000,55.8830195,37.596998,False,False,True,False,False,265862.4607908304,12229673.196378198
8928,0.0,12.0,2.0,51.5,13400000,55.8916313,37.60825625,False,False,False,False,False,263889.1100509551,13590289.167624187
8930,0.0,12.0,3.0,64.8,13700000,55.89523375,37.63292778679431,False,False,False,True,False,226269.61100536882,14662270.7931479
8931,0.0,10.0,1.0,37.5,13750000,55.886372,37.655414,False,False,False,True,False,307766.53874794894,11541245.203048086
8932,0.0,12.0,2.0,53.5,13900000,55.8900505,37.60549267388476,False,False,True,False,False,266970.1131496543,14282901.053506505
8934,0.0,17.0,2.0,56.7,13800000,55.7505412,37.6174782,False,False,True,False,False,232416.57545537892,13178019.828319985
8935,0.0,9.0,3.0,58.7,13900000,55.866143300000005,37.61289778829121,False,False,True,False,False,287621.4261244959,16883377.713507913
8936,0.0,9.0,1.0,37.3,13800000,55.886372,37.655414,False,False,False,False,False,307766.53874794894,11479691.895298494
8938,0.0,25.0,1.0,40.1,13900000,55.8833599,37.6347531,True,False,False,False,False,340095.5990149081,13637833.520497814
8939,0.0,16.0,2.0,52.2,13850000,55.8863737,37.6572118,False,False,False,True,False,309195.05800848664,16139982.028043004
8944,0.0,16.0,2.0,52.0,13990000,55.8863737,37.6572118,False,False,False,False,False,309195.05800848664,16078143.016441304
8946,0.0,16.0,2.0,52.3,14300000,55.874719,37.611864099838215,False,False,False,True,False,303440.2736737111,15869926.31313509
8947,0.0,9.0,3.0,58.8,14500000,55.8882537,37.6512878,False,False,False,True,False,306736.2196921613,18036089.717899084
8949,0.0,17.0,2.0,53.0,14490000,55.88152645,37.57391130404908,False,False,False,True,False,274768.22316957725,14562715.827987595
8950,0.0,17.0,3.0,76.2,14500000,55.7505412,37.6174782,False,False,True,False,False,232416.57545537892,17710143.049699873
8954,0.0,9.0,3.0,58.7,14500000,55.88756305,37.64725519893205,True,False,False,False,False,287013.13393092103,16847670.961745065
8956,0.0,9.0,3.0,57.6,14700000,55.869934150000006,37.60495616861246,False,False,False,True,False,292834.98564996,16867295.173437696
8959,0.0,9.0,3.0,60.0,14900000,55.8882537,37.6512878,False,False,False,True,False,306736.2196921613,18404173.18152968
8960,0.0,33.0,1.0,39.6,14900000,55.8830474,37.6387793,False,False,False,True,False,327829.06265104644,12982030.88098144
8963,0.0,9.0,3.0,60.0,15000000,55.8690822,37.6039058,False,False,True,False,False,315355.50428830524,18921330.257298313
8965,0.0,17.0,2.0,51.0,14950000,55.86635705,37.59654352599155,True,False,False,False,False,285775.99653348664,14574575.823207818
8968,0.0,9.0,3.0,60.0,15200000,55.8882537,37.6512878,False,False,False,True,False,306736.2196921613,18404173.18152968
8971,0.0,12.0,3.0,61.9,15350000,55.87350775,37.58883843703887,False,False,False,True,False,270896.947896913,16768521.074818913
8972,0.0,25.0,2.0,58.5,15250000,55.87435615,37.58912121325422,True,False,False,False,False,270896.947896913,15847471.45196941
8973,0.0,17.0,2.0,51.0,15500000,55.879057,37.610938,False,False,False,True,False,297837.12425909785,15189693.337213991
8980,0.0,17.0,2.0,50.4,16000000,55.89236225,37.65353032463311,False,False,False,True,False,307210.4827176446,15483408.328969287
8987,0.0,33.0,2.0,52.6,16335045,55.8748262,37.6338939,False,False,False,False,False,302398.4686797806,15906159.452556461
8988,0.0,29.0,2.0,70.0,16200000,55.3553885,35.3461517,False,False,True,False,False,220949.83967138,15466488.7769966
8989,0.0,17.0,2.0,52.0,16250000,55.87815735,37.61071923254536,False,False,False,True,False,297933.8650061737,15492560.980321035
8991,0.0,22.0,2.0,56.3,16300000,55.87402225,37.5917211154201,True,False,False,False,False,270814.5438161616,15246858.816849897
8992,0.0,17.0,2.0,60.0,16500000,55.8782666,37.6135867,False,False,False,True,False,304224.9212437513,18253495.274625078
8994,0.0,12.0,3.0,64.4,16500000,55.88794415,37.617207492228125,False,False,False,True,False,263544.100132729,16972240.04854775
8995,0.0,12.0,2.0,51.4,16500000,55.8744495,37.6085537,True,False,False,False,False,297813.7285056507,15307625.645190446
8997,0.0,25.0,2.0,60.0,16600000,55.87508205,37.58901855128021,False,False,False,True,False,276907.7581249362,16614465.487496171
8998,0.0,12.0,4.0,73.6,16800000,55.87520725,37.57662779999997,True,False,False,False,False,268458.32085851586,19758532.415186767
8999,0.0,12.0,4.0,82.0,17240000,55.87520725,37.57662779999997,False,False,True,False,False,268458.32085851586,22013582.3103983
9001,0.0,10.0,4.0,106.3,17500000,55.92392984999999,37.72182031320878,False,False,True,False,False,212189.90648662954,22555787.05952872
9003,0.0,15.0,2.0,56.8,17800000,55.884803950000006,37.6567075,False,False,False,False,False,310045.94446622784,17610609.64568174
9008,0.0,12.0,4.0,76.0,18200000,55.8643856,37.6045682,False,False,False,True,False,325829.06281906937,24763008.77424927
9010,0.0,12.0,4.0,79.0,18300000,55.89692225,37.62571651373233,False,False,False,True,False,233284.18629035284,18429450.716937874
9011,0.0,25.0,4.0,92.1,18500000,55.3553885,35.3461517,False,False,True,False,False,220949.83967138,20349480.233734097
9012,0.0,33.0,2.0,74.5,18729254,55.8748262,37.6338939,False,False,False,False,False,302398.4686797806,22528685.916643657
9013,0.0,33.0,2.0,62.8,18827822,55.8748262,37.6338939,False,False,False,False,False,302398.4686797806,18990623.83309022
9014,0.0,17.0,2.0,63.6,18800000,55.89124485,37.65315139779718,False,False,False,True,False,307573.7095519427,19561687.927503556
9015,0.0,17.0,2.0,51.5,18800000,55.8659741,37.6048923,True,False,False,False,False,321784.48214828246,16571900.830636546
9016,0.0,33.0,2.0,74.3,18862101,55.8748262,37.6338939,False,False,False,False,False,302398.4686797806,22468206.2229077
9017,0.0,25.0,3.0,87.9,19000000,55.3553885,35.3461517,False,False,True,False,False,220949.83967138,19421490.907114305
9020,0.0,33.0,2.0,63.0,19300000,55.8838917,37.6399226,False,False,False,False,False,316319.9836535811,19928158.97017561
9022,0.0,22.0,4.0,95.2,19900000,55.873467700000006,37.59103912918688,False,False,True,False,False,270814.5438161616,25781544.571298584
9024,0.0,22.0,4.0,95.2,19900000,55.873467700000006,37.59103912918688,True,False,False,False,False,270814.5438161616,25781544.571298584
9026,0.0,25.0,2.0,68.4,20200000,55.8759142,37.6034948,False,False,False,False,False,329788.8163631243,22557555.039237704
9028,0.0,15.0,2.0,56.5,20500000,55.884803950000006,37.6567075,False,False,False,False,False,310045.94446622784,17517595.862341873
9029,0.0,22.0,2.0,60.3,20500000,55.88598575,37.654595487689285,True,False,False,False,False,308894.1425562475,18626316.79614172
9030,0.0,33.0,2.0,62.6,21000000,55.8822364,37.6383179,True,False,False,False,False,327829.06265104644,20522099.321955506
9031,0.0,16.0,3.0,65.0,21200000,55.8861885,37.6584023,False,False,False,True,False,314988.51436480554,20474253.43371236
9035,0.0,25.0,3.0,75.0,21800000,55.87471245,37.58905903916846,False,False,False,True,False,270388.5408538888,20279140.56404166
9036,0.0,25.0,2.0,63.2,23400000,55.8833599,37.6347531,False,False,False,True,False,340095.5990149081,21494041.85774219
9037,0.0,33.0,3.0,83.5,23980100,55.8748262,37.6338939,False,False,False,False,False,302398.4686797806,25250272.13476168
9040,0.0,14.0,3.0,80.4,24300000,55.8657118,37.5984579,False,False,False,True,False,283426.8338125357,22787517.43852787
9041,0.0,22.0,4.0,101.0,25100000,55.88265595,37.64393843036893,False,False,False,True,False,292587.0716571457,29551294.237371713
9042,0.0,25.0,2.0,66.0,25000000,55.8833599,37.6347531,False,False,False,True,False,340095.5990149081,22446309.534983933
9044,0.0,15.0,3.0,68.0,24950000,55.8833599,37.6347531,True,False,False,False,False,340095.5990149081,23126500.73301375
9045,0.0,8.0,2.0,100.0,24990000,55.8896668,37.6535254,True,False,False,False,False,308165.06008619384,30816506.008619383
9046,0.0,33.0,3.0,86.8,25381361,55.8748262,37.6338939,False,False,False,False,False,302398.4686797806,26248187.081404954
9048,0.0,25.0,3.0,93.5,31500000,55.8759142,37.6034948,True,False,False,False,False,329788.8163631243,30835254.32995212
9049,0.0,15.0,3.0,94.4,36000000,55.8751964,37.6025141,True,False,False,False,False,324935.38081195153,30673899.948648226
9051,0.0,9.0,1.0,33.0,9800000,55.88708535,37.66394545082861,True,False,False,False,False,291040.60955888033,9604340.11544305
9053,0.0,17.0,1.0,37.8,10800000,55.89037975,37.660959160540735,True,False,False,False,False,300585.8175852918,11362143.90472403
9054,0.0,9.0,2.0,37.1,11300000,55.88620545,37.64847032759201,True,False,False,False,False,306136.9825675382,11357682.053255668
9057,0.0,17.0,1.0,38.5,12500000,55.87815735,37.61071923254536,True,False,False,False,False,297933.8650061737,11470453.802737689
9058,0.0,17.0,1.0,37.7,12600000,55.8782666,37.6135867,False,False,False,True,False,304224.9212437513,11469279.530889425
9063,0.0,17.0,2.0,52.0,14900000,55.8795194,37.6187796,True,False,False,False,False,278969.09511931357,14506392.946204305
9064,0.0,12.0,3.0,62.3,15200000,55.8829356,37.6009085,True,False,False,False,False,294321.31976240745,18336218.221197985
9066,0.0,12.0,2.0,44.4,16000000,55.8928385,37.6679733,True,False,False,False,False,316042.8441102457,14032302.27849491
9072,0.0,12.0,3.0,62.0,20000000,55.86537295,37.59635456999638,True,False,False,False,False,287538.8348861587,17827407.76294184
9073,0.0,15.0,2.0,59.9,21000000,55.8745856,37.5986696,False,False,False,True,False,327720.16546342976,19630437.911259443
9074,0.0,9.0,3.0,59.1,23000000,55.8687167,37.5995365,True,False,False,False,False,314073.9339377624,18561769.495721757
9075,0.0,12.0,3.0,80.0,25000000,55.8848592,37.65373929636451,True,False,False,False,False,308795.6319584579,24703650.55667663
9076,0.0,15.0,3.0,94.1,31500000,55.8751964,37.6025141,True,False,False,False,False,324935.38081195153,30576419.334404636
9078,0.0,23.0,2.0,61.8,29246000,55.8397371,37.66655121272851,False,False,False,False,False,534093.2838018122,33006964.93895199
9079,0.0,34.0,5.0,221.0,160000000,55.8367478,37.643745344469366,False,False,True,False,False,335465.65339509636,74137909.4003163
9080,0.0,23.0,1.0,30.8,17170800,55.8397371,37.66655121272851,False,False,False,False,False,534093.2838018122,16450073.141095817
9084,0.0,23.0,3.0,84.6,36408800,55.8397371,37.66655121272851,False,False,False,False,False,534093.2838018122,45184291.80963331
9087,0.0,9.0,3.0,58.7,17890000,55.84950405,37.63897321748669,False,False,True,False,False,420326.2820908461,24673152.75873267
9090,0.0,24.0,1.0,27.4,15790600,55.8397371,37.66655121272851,False,False,False,False,False,534093.2838018122,14634155.976169653
9091,0.0,22.0,1.0,41.0,7200000,55.77258925,37.67470264640084,False,False,False,False,False,437919.389943346,17954694.987677187
9093,0.0,23.0,4.0,127.9,63766300,55.8397371,37.66655121272851,False,False,False,False,False,534093.2838018122,68310530.99825178
9098,0.0,25.0,4.0,224.3,125000000,55.832828,37.662077,False,False,True,False,False,335519.28157068073,75256974.85630369
9099,0.0,23.0,3.0,90.0,44030000,55.8397371,37.66655121272851,False,False,False,False,False,534093.2838018122,48068395.5421631
9101,0.0,23.0,3.0,105.7,47447900,55.8397371,37.66655121272851,False,False,False,False,False,534093.2838018122,56453660.09785155
9103,0.0,48.0,2.0,60.0,27200000,55.8397371,37.66655121272851,False,False,True,False,False,534093.2838018122,32045597.02810873
9105,0.0,38.0,2.0,65.6,27950000,55.8397371,37.66655121272851,False,False,True,False,False,534093.2838018122,35036519.41739888
9108,0.0,23.0,1.0,55.0,28085000,55.8397371,37.66655121272851,False,False,False,False,False,534093.2838018122,29375130.60909967
9109,0.0,23.0,4.0,150.4,118414400,55.8397371,37.66655121272851,False,False,False,False,False,534093.2838018122,80327629.88379256
9111,0.0,23.0,2.0,73.8,36435800,55.8397371,37.66655121272851,False,False,False,False,False,534093.2838018122,39416084.344573736
9113,0.0,23.0,1.0,47.7,23429900,55.8397371,37.66655121272851,False,False,False,False,False,534093.2838018122,25476249.637346443
9115,0.0,24.0,1.0,39.8,20816400,55.8397371,37.66655121272851,False,False,False,False,False,534093.2838018122,21256912.695312124
9116,0.0,33.0,1.0,40.7,13521557,55.8646371,37.6044745,False,False,False,False,False,326641.1376135058,13294294.300869688
9117,0.0,33.0,1.0,35.8,12723606,55.8646371,37.6044745,False,False,False,False,False,326641.1376135058,11693752.726563508
9118,0.0,33.0,2.0,59.3,17739476,55.8646371,37.6044745,False,False,False,False,False,326641.1376135058,19369819.460480895
9119,0.0,17.0,1.0,37.0,14000000,55.8384502,37.64546812332132,False,False,True,False,False,337072.68233932415,12471689.246554993
9120,0.0,33.0,1.0,43.2,14444308,55.8646371,37.6044745,False,False,False,False,False,326641.1376135058,14110897.144903453
9121,0.0,17.0,5.0,116.3,27000000,55.8746522,37.624583,False,False,True,False,False,270430.9908752997,31451124.23879736
9122,0.0,33.0,1.0,32.1,11171955,55.8646371,37.6044745,False,False,False,False,False,326641.1376135058,10485180.517393537
9123,0.0,17.0,2.0,53.1,18500000,55.8561439,37.61181283181926,False,False,True,False,False,329463.7517010787,17494525.21532728
9124,0.0,33.0,3.0,80.4,21657267,55.8646371,37.6044745,False,False,False,False,False,326641.1376135058,26261947.46412587
9126,0.0,33.0,2.0,48.4,15572651,55.8646371,37.6044745,False,False,False,False,False,326641.1376135058,15809431.060493682
9127,0.0,12.0,1.0,38.9,11500000,55.8515946,37.6566945,False,False,True,False,False,306905.79498449666,11938635.42489692
9128,0.0,33.0,1.0,19.8,7930157,55.8646371,37.6044745,False,False,False,False,False,326641.1376135058,6467494.524747415
9129,0.0,16.0,1.0,38.0,10700000,55.8649264,37.626494449592,False,False,True,False,False,275071.77605304867,10452727.49001585
9130,0.0,33.0,3.0,81.5,22546486,55.8646371,37.6044745,False,False,False,False,False,326641.1376135058,26621252.715500724
9131,0.0,48.0,4.0,108.0,54900000,55.8351027,37.63730856181898,False,False,True,False,False,482385.03592627624,52097583.88003784
9133,0.0,23.0,3.0,90.8,41150800,55.8397371,37.66655121272851,False,False,False,False,False,534093.2838018122,48495670.16920455
9136,0.0,33.0,1.0,32.1,12158998,55.8646371,37.6044745,False,False,False,False,False,326641.1376135058,10485180.517393537
9138,0.0,33.0,2.0,50.7,16656927,55.8646371,37.6044745,False,False,False,False,False,326641.1376135058,16560705.677004747
9140,0.0,33.0,1.0,27.2,9627521,55.8646371,37.6044745,False,False,False,False,False,326641.1376135058,8884638.943087358
9141,0.0,11.0,5.0,150.0,39950000,55.8499896,37.6196337,False,False,True,False,False,316235.0903680537,47435263.55520806
9142,0.0,33.0,2.0,62.9,18499141,55.8646371,37.6044745,False,False,False,False,False,326641.1376135058,20545727.555889517
9143,0.0,24.0,2.0,52.4,27800000,55.8476359,37.6351593,False,False,True,False,False,442801.0584678111,23202775.4637133
9144,0.0,33.0,2.0,51.4,16238750,55.8646371,37.6044745,False,False,False,False,False,326641.1376135058,16789354.4733342
9146,0.0,23.0,3.0,96.5,45748000,55.8397371,37.66655121272851,False,False,False,False,False,534093.2838018122,51540001.88687488
9147,0.0,7.0,2.0,57.0,15990000,55.8465503,37.6394712,False,False,True,False,False,455442.46909851447,25960220.738615327
9148,0.0,33.0,2.0,65.9,19240823,55.8646371,37.6044745,False,False,False,False,False,326641.1376135058,21525650.968730036
9150,0.0,33.0,1.0,34.1,11563719,55.8646371,37.6044745,False,False,False,False,False,326641.1376135058,11138462.792620549
9151,0.0,3.0,3.0,85.1,17000000,55.84967645,37.65632441904838,False,False,True,False,False,306704.7689745933,26100575.83973789
9152,0.0,33.0,1.0,36.0,12218508,55.8646371,37.6044745,False,False,False,False,False,326641.1376135058,11759080.95408621
9153,0.0,24.0,3.0,90.0,42500000,55.8478646,37.6298033,False,False,True,False,False,373432.4137703394,33608917.239330545
9154,0.0,33.0,1.0,33.9,11772114,55.8646371,37.6044745,False,False,False,False,False,326641.1376135058,11073134.565097846
9155,0.0,21.0,2.0,62.0,29500000,55.8478646,37.6298033,False,False,True,False,False,373432.4137703394,23152809.653761044
9156,0.0,23.0,3.0,96.5,47871000,55.8397371,37.66655121272851,False,False,False,False,False,534093.2838018122,51540001.88687488
9157,0.0,33.0,1.0,27.2,9962598,55.8646371,37.6044745,False,False,False,False,False,326641.1376135058,8884638.943087358
9159,0.0,24.0,3.0,90.3,40564100,55.8397371,37.66655121272851,False,False,False,False,False,534093.2838018122,48228623.52730364
9160,0.0,5.0,3.0,56.0,18700000,55.8348422,37.6612719,False,False,False,True,False,328398.1993626191,18390299.16430667
9161,0.0,33.0,1.0,23.5,8680336,55.8646371,37.6044745,False,False,False,False,False,326641.1376135058,7676066.733917387
9162,0.0,20.0,3.0,92.0,18600000,55.9323441,37.8364674,False,False,True,False,False,163707.47876889756,15061088.046738576
9163,0.0,23.0,4.0,162.6,128003600,55.8397371,37.66655121272851,False,False,False,False,False,534093.2838018122,86843567.94617467
9165,0.0,33.0,1.0,21.6,8185946,55.8646371,37.6044745,False,False,False,False,False,326641.1376135058,7055448.5724517265
9166,0.0,33.0,2.0,55.4,17674428,55.8646371,37.6044745,False,False,False,False,False,326641.1376135058,18095919.02378822
9167,0.0,12.0,1.0,39.1,11500000,55.85264855,37.61594028832555,False,False,False,True,False,379987.88361224567,14857526.249238806
9168,0.0,23.0,2.0,74.2,41010000,55.8397371,37.66655121272851,False,False,False,False,False,534093.2838018122,39629721.658094466
9171,0.0,5.0,1.0,32.0,5800000,55.92810835,37.88769825460282,False,False,True,False,False,182426.95623516824,5837662.599525384
9172,0.0,24.0,2.0,70.7,35055100,55.8397371,37.66655121272851,False,False,False,False,False,534093.2838018122,37760395.16478813
9175,0.0,48.0,2.0,55.5,23999000,55.8397371,37.66655121272851,False,False,True,False,False,534093.2838018122,29642177.25100058
9176,0.0,24.0,3.0,109.6,45136000,55.8397371,37.66655121272851,False,False,False,False,False,534093.2838018122,58536623.90467861
9177,0.0,22.0,1.0,28.6,11850000,55.855071,37.6233666,True,False,False,False,False,325239.61208276113,9301852.905566968
9178,0.0,23.0,1.0,48.1,22518400,55.8397371,37.66655121272851,False,False,False,False,False,534093.2838018122,25689886.95086717
9179,0.0,24.0,2.0,66.4,31275200,55.8397371,37.66655121272851,False,False,False,False,False,534093.2838018122,35463794.04444034
9181,0.0,29.0,3.0,78.1,68010105,55.8397371,37.66655121272851,False,False,False,False,False,534093.2838018122,41712685.464921534
9182,0.0,12.0,1.0,20.6,9200000,55.8529685,37.6197785,False,False,True,False,False,317631.51878529094,6543209.286976994
9184,0.0,18.0,1.0,32.06,7700000,55.84932005,37.62365785459244,False,False,True,False,False,311983.2932779506,10002184.382491097
9185,0.0,38.0,2.0,48.7,34357850,55.8397371,37.66655121272851,False,False,False,False,False,534093.2838018122,26010342.921148255
9187,0.0,33.0,1.0,23.5,8422752,55.8646371,37.6044745,False,False,False,False,False,326641.1376135058,7676066.733917387
9188,0.0,48.0,2.0,39.9,22000000,55.8351027,37.63730856181898,False,False,True,False,False,482385.03592627624,19247162.93345842
9189,0.0,23.0,2.0,64.2,31914800,55.8397371,37.66655121272851,False,False,False,False,False,534093.2838018122,34288788.82007635
9190,0.0,39.0,1.0,36.7,21999990,55.8397371,37.66655121272851,False,False,True,False,False,534093.2838018122,19601223.51552651
9191,0.0,23.0,1.0,31.4,18883000,55.8397371,37.66655121272851,False,False,False,False,False,534093.2838018122,16770529.111376902
9192,0.0,14.0,2.0,54.0,15500000,55.8651874,37.61314425896934,False,False,False,True,False,280376.26673870493,15140318.403890066
9193,0.0,33.0,1.0,19.8,8391101,55.8646371,37.6044745,False,False,False,False,False,326641.1376135058,6467494.524747415
9194,0.0,33.0,1.0,41.1,12900000,55.8511166,37.601499227539406,False,False,False,True,False,340922.39073570387,14011910.25923743
9195,0.0,24.0,3.0,97.0,43753000,55.8397371,37.66655121272851,False,False,False,False,False,534093.2838018122,51807048.52877578
9196,0.0,21.0,4.0,152.4,75000000,55.8478646,37.6298033,False,False,True,False,False,373432.4137703394,56911099.85859972
