,url,rooms_count,total_meters,price,district
243,https://www.cian.ru/sale/flat/299991830/,4.0,136.1,67100354,Нагатинский затон
246,https://www.cian.ru/sale/flat/299617369/,2.0,78.7,22000000,Южнопортовый
247,https://www.cian.ru/sale/flat/298264171/,2.0,39.5,12700000,Южнопортовый
248,https://www.cian.ru/sale/flat/297989230/,1.0,24.93,14510730,Даниловский
249,https://www.cian.ru/sale/flat/299469852/,1.0,46.3,19955000,Даниловский
250,https://www.cian.ru/sale/flat/296464972/,1.0,22.8,12951106,Даниловский
251,https://www.cian.ru/sale/flat/299971796/,4.0,145.0,71000000,Даниловский
252,https://www.cian.ru/sale/flat/297989313/,4.0,86.62,34171431,Даниловский
253,https://www.cian.ru/sale/flat/293204000/,4.0,101.8,47920110,Даниловский
254,https://www.cian.ru/sale/flat/299813174/,5.0,159.9,83455068,Нагатинский затон
257,https://www.cian.ru/sale/flat/293569046/,3.0,60.0,30500000,Даниловский
258,https://www.cian.ru/sale/flat/299950412/,3.0,94.6,45107145,Нагатинский затон
259,https://www.cian.ru/sale/flat/298484246/,4.0,127.0,76200000,Даниловский
260,https://www.cian.ru/sale/flat/299813199/,1.0,58.2,27657895,Нагатинский затон
261,https://www.cian.ru/sale/flat/296115338/,3.0,88.0,39000000,Даниловский
262,https://www.cian.ru/sale/flat/299950408/,3.0,111.3,56825620,Нагатинский затон
263,https://www.cian.ru/sale/flat/297303111/,1.0,45.0,22000000,Даниловский
264,https://www.cian.ru/sale/flat/299950403/,2.0,73.2,36352614,Нагатинский затон
265,https://www.cian.ru/sale/flat/297506847/,1.0,40.0,9900000,Даниловский
266,https://www.cian.ru/sale/flat/299813205/,2.0,73.6,34883952,Нагатинский затон
267,https://www.cian.ru/sale/flat/272423402/,1.0,20.3,9990000,Даниловский
268,https://www.cian.ru/sale/flat/299950410/,5.0,162.2,87420223,Нагатинский затон
269,https://www.cian.ru/sale/flat/298830648/,4.0,100.0,28000000,Южнопортовый
270,https://www.cian.ru/sale/flat/300077283/,2.0,41.9,13900000,Даниловский
272,https://www.cian.ru/sale/flat/296047534/,3.0,139.0,45999000,Даниловский
273,https://www.cian.ru/sale/flat/293356243/,3.0,109.6,57144015,Даниловский
274,https://www.cian.ru/sale/flat/299924635/,3.0,76.0,43900000,Даниловский
275,https://www.cian.ru/sale/flat/293736453/,2.0,60.6,29968760,Даниловский
276,https://www.cian.ru/sale/flat/295409684/,2.0,73.0,25900000,Даниловский
277,https://www.cian.ru/sale/flat/293204019/,1.0,41.6,21999910,Даниловский
278,https://www.cian.ru/sale/flat/298016348/,2.0,37.6,11900000,Южнопортовый
279,https://www.cian.ru/sale/flat/297462881/,3.0,82.6,42344724,Даниловский
280,https://www.cian.ru/sale/flat/299942642/,1.0,33.0,11990000,Нагатино-Садовники
281,https://www.cian.ru/sale/flat/297970381/,2.0,60.52,25472868,Даниловский
283,https://www.cian.ru/sale/flat/297960361/,1.0,50.54,20266540,Даниловский
284,https://www.cian.ru/sale/flat/298198335/,1.0,22.8,11299000,Даниловский
285,https://www.cian.ru/sale/flat/296357303/,2.0,35.2,9910350,Печатники
286,https://www.cian.ru/sale/flat/295285227/,2.0,52.3,18990000,Даниловский
287,https://www.cian.ru/sale/flat/296357269/,3.0,44.9,11797705,Печатники
288,https://www.cian.ru/sale/flat/299334625/,2.0,58.3,20900000,Южнопортовый
289,https://www.cian.ru/sale/flat/297970382/,1.0,47.15,20821440,Даниловский
290,https://www.cian.ru/sale/flat/294659334/,3.0,73.0,26300000,Даниловский
291,https://www.cian.ru/sale/flat/297989412/,2.0,75.06,32364671,Даниловский
292,https://www.cian.ru/sale/flat/299349779/,2.0,66.3,29500000,Нагатино-Садовники
293,https://www.cian.ru/sale/flat/297989307/,2.0,64.1,24374717,Даниловский
295,https://www.cian.ru/sale/flat/294820031/,3.0,75.25,29896825,Даниловский
296,https://www.cian.ru/sale/flat/295055352/,3.0,68.0,31000000,Даниловский
297,https://www.cian.ru/sale/flat/294639078/,4.0,109.1,48711840,Даниловский
298,https://www.cian.ru/sale/flat/299506592/,3.0,77.0,25300000,Даниловский
299,https://www.cian.ru/sale/flat/297989205/,3.0,97.4,32462588,Даниловский
300,https://www.cian.ru/sale/flat/300063670/,2.0,60.0,28900000,Даниловский
301,https://www.cian.ru/sale/flat/294819747/,3.0,103.66,40541426,Даниловский
302,https://www.cian.ru/sale/flat/294661892/,4.0,100.0,54000000,Даниловский
303,https://www.cian.ru/sale/flat/297989178/,1.0,27.87,16124857,Даниловский
304,https://www.cian.ru/sale/flat/297078425/,2.0,70.0,28400000,Даниловский
307,https://www.cian.ru/sale/flat/297989282/,4.0,80.83,37654574,Даниловский
308,https://www.cian.ru/sale/flat/295735855/,3.0,82.2,40000000,Даниловский
309,https://www.cian.ru/sale/flat/297989458/,4.0,136.47,90203531,Даниловский
311,https://www.cian.ru/sale/flat/297462558/,1.0,24.3,13766241,Даниловский
